"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Audience_age";"Sentences";"Words";"Full context";"Example source"
" хищуди аК аК еЦ в ьсишвивЯ";"хылтевс";"Явившись в Це Ка Ка идущих";"светлых";" ";"лет, над бандой поэтических рвачей и";"В. В. Маяковский. Во весь голос  («Уважаемые / товарищи потомки!..») (1929-1930)";"В. В. Маяковский";"1893";"Во весь голос  («Уважаемые / товарищи потомки!..»)";"1929-1930";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"42";"578";"Явившись в Це Ка Ка идущих светлых лет, над бандой поэтических рвачей и выжиг я подыму, как большевистский партбилет, все сто томов моих партийных книжек.   [Декабрь 1929 ― январь 1930]";"a8c6c7a859ce753d6a85418af72cc386:41:6"
" обен алижолбо ьчоН ьшит ерим в";"йондзевз";"в мире тишь Ночь обложила небо";"звездной";" ";"данью в такие вот часы встаешь";"В. В. Маяковский. «Уже второй должно быть ты легла…» [[«Любит? не любит? Я руки ломаю...»], 4] (1928-1930)";"В. В. Маяковский";"1893";"«Уже второй должно быть ты легла…»";"1928-1930";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"2";"70";"Уже второй должно быть ты легла В ночи Млечпуть серебряной Окою Я не спешу и молниями телеграмм Мне незачем тебя будить и беспокоить как говорят инцидент исперчен любовная лодка разбилась о быт С тобой мы в расчете и не к чему перечень взаимных болей бед и обид Ты посмотри какая в мире тишь Ночь обложила небо звездной данью в такие вот часы встаешь и говоришь векам истории и мирозданию";"c3cefa579c617604753b14f81e0a4e58:1:56"
" юигренэ юьчеволеч юсв ов ино и";"юулгурк";"и они во всю человечью энергию";"круглую";" ";"неделю дуют в непрерывную.";"В. В. Маяковский. Американцы удивляются  («Обмерев, / с далекого берега…») (1929)";"В. В. Маяковский";"1893";"Американцы удивляются  («Обмерев, / с далекого берега…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"14";"126";"Их не соблазняют ни долларом, ни гривною, и они во всю человечью энергию круглую неделю дуют в непрерывную.";"6264c448be36dc9a724d2ec7c6c7255a:6:13"
" в ястюамижс ино а ― аклап яакакин";"йоньлатс";"никакая палка ― а они сжимаются в";"стальной";" ";"дисциплине!";"В. В. Маяковский. Американцы удивляются  («Обмерев, / с далекого берега…») (1929)";"В. В. Маяковский";"1893";"Американцы удивляются  («Обмерев, / с далекого берега…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"14";"126";"Их не гонит никакая палка ― а они сжимаются в стальной дисциплине!";"6264c448be36dc9a724d2ec7c6c7255a:10:9"
" ,етемйоп ен ыВ";"еылхуп";"Вы не поймете,";"пухлые";" ";"мистеры, корни рвения наших коммунаров.";"В. В. Маяковский. Американцы удивляются  («Обмерев, / с далекого берега…») (1929)";"В. В. Маяковский";"1893";"Американцы удивляются  («Обмерев, / с далекого берега…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"14";"126";"Вы не поймете, пухлые мистеры, корни рвения наших коммунаров.";"6264c448be36dc9a724d2ec7c6c7255a:12:3"
" лидох ,екил ан юокдороб с лидох";"йодес";"ходил с бородкою на лике, ходил";"седой";"…  ";"";"В. В. Маяковский. Анчар  («Кто мчится, / кто скачет, / кто лазит и носится…») (1929)";"В. В. Маяковский";"1893";"Анчар  («Кто мчится, / кто скачет, / кто лазит и носится…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"24";"156";"Ходил юнец и сосунок, ходил с бородкою на лике, ходил седой…";"267ae7ba1c5d7ef027766848dea595e7:18:10"
" морачна тувиж мотиводеЛ енаеко в ьтсуП";"мытиводя";"Пусть в океане Ледовитом живут анчаром";"ядовитым";".   [1929]   ";"";"В. В. Маяковский. Анчар  («Кто мчится, / кто скачет, / кто лазит и носится…») (1929)";"В. В. Маяковский";"1893";"Анчар  («Кто мчится, / кто скачет, / кто лазит и носится…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"24";"156";"Пусть в океане Ледовитом живут анчаром ядовитым.   [1929]";"267ae7ba1c5d7ef027766848dea595e7:23:6"
" то мпал то ьсяавыркС";"хикзер";"Скрываясь от лапм от";"резких";", ";"в одном лишь лысинном блеске, в";"В. В. Маяковский. В 12 часов по ночам  («Прочел: / «Почила в бозе...»…») (1929)";"В. В. Маяковский";"1893";"В 12 часов по ночам  («Прочел: / «Почила в бозе...»…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"24";"163";"Скрываясь от лапм от резких, в одном лишь лысинном блеске, в двенадцать часов ПО НОЧАМ из гроба, тише, чем мыши, мундиры пропив и прожив, из гроба выходят «бывшие» сенаторы и пажи.";"132c58bcbb290792d381b7514e61727d:14:4"
" едг ,ьруд едГ";"хылеб";"Где дурь, где";"белых";" ";"западня, где зава окружит родня ― вытравливай";"В. В. Маяковский. Вонзай самокритику!  («Наш труд / сверкает на «Гиганте»…») (1929)";"В. В. Маяковский";"1893";"Вонзай самокритику!  («Наш труд / сверкает на «Гиганте»…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"11";"142";"Где дурь, где белых западня, где зава окружит родня ― вытравливай от дня до дня то ласкою, то плетью, чтоб быстро бы страну поднять, идя по пятилетью.";"b4f0229248e0af7c7754edb16cf4123b:9:3"
" доп мота йыджак теяиС";"мытсирберес";"Сияет каждый атом под";"серебристым";" ";"матом.";"В. В. Маяковский. Голосуем за непрерывку  («Колокола. / Ни гудка, / ни стука…») (1929)";"В. В. Маяковский";"1893";"Голосуем за непрерывку  («Колокола. / Ни гудка, / ни стука…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"30";"211";"От водки, от Христовых дум философеет нежный ум. Сияет каждый атом под серебристым матом. Перейдут на мордобой, кончив водку эту.";"1093c22a5690bd3c28d8b57280906451:13:4"
" моктсил доп типс ,типси и тибзи";"микьненсарк";"избит и испит, спит под листком";"красненьким";".  ";"";"В. В. Маяковский. Голосуем за непрерывку  («Колокола. / Ни гудка, / ни стука…») (1929)";"В. В. Маяковский";"1893";"Голосуем за непрерывку  («Колокола. / Ни гудка, / ни стука…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"30";"211";"Воскресный город избит и испит, спит под листком красненьким.";"1093c22a5690bd3c28d8b57280906451:16:8"
" ястеавивзв яраЗ";"алтевс";"Заря взвивается";"светла";", ";"во рту заметна убыль.";"В. В. Маяковский. Голосуем за непрерывку  («Колокола. / Ни гудка, / ни стука…») (1929)";"В. В. Маяковский";"1893";"Голосуем за непрерывку  («Колокола. / Ни гудка, / ни стука…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"30";"211";"Заря взвивается светла, во рту заметна убыль.";"1093c22a5690bd3c28d8b57280906451:18:2"
" титсерк йогалбесв ьдопсог маС";"йолхуп";"Сам господь всеблагой крестит";"пухлой";" ";"рукой этот быт блошино-мушиный.";"В. В. Маяковский. Голосуем за непрерывку  («Колокола. / Ни гудка, / ни стука…») (1929)";"В. В. Маяковский";"1893";"Голосуем за непрерывку  («Колокола. / Ни гудка, / ни стука…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"30";"211";"Сам господь всеблагой крестит пухлой рукой этот быт блошино-мушиный.";"1093c22a5690bd3c28d8b57280906451:20:4"
"";"мынреЧ";"";"Черным";" ";"углем на белой стене выведено криво";"В. В. Маяковский. Даешь материальную базу!  («Пусть ропщут поэты, / слюною плеща…») (1929)";"В. В. Маяковский";"1893";"Даешь материальную базу!  («Пусть ропщут поэты, / слюною плеща…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"21";"162";"Черным углем на белой стене выведено криво: «Лифт НЕ работает».";"0a8748749275b555e3be00dbdb5e31cf:12:0"
" ан мелгу мынреЧ";"йолеб";"Черным углем на";"белой";" ";"стене выведено криво: «Лифт НЕ работает».";"В. В. Маяковский. Даешь материальную базу!  («Пусть ропщут поэты, / слюною плеща…») (1929)";"В. В. Маяковский";"1893";"Даешь материальную базу!  («Пусть ропщут поэты, / слюною плеща…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"21";"162";"Черным углем на белой стене выведено криво: «Лифт НЕ работает».";"0a8748749275b555e3be00dbdb5e31cf:12:3"
" онедевыв енетс йолеб ан мелгу мынреЧ";"овирк";"Черным углем на белой стене выведено";"криво";": «";"Лифт НЕ работает».";"В. В. Маяковский. Даешь материальную базу!  («Пусть ропщут поэты, / слюною плеща…») (1929)";"В. В. Маяковский";"1893";"Даешь материальную базу!  («Пусть ропщут поэты, / слюною плеща…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"21";"162";"Черным углем на белой стене выведено криво: «Лифт НЕ работает».";"0a8748749275b555e3be00dbdb5e31cf:12:6"
" ,ьшолпс йишвапялбо ытевоС дарг йынредя ,илуп";"йылеб";"пули, ядерный град Советы обляпавший сплошь,";"белый";" ";"бежал гад от нашего слова― «Даешь!»";"В. В. Маяковский. Даешь!  («У города / страшный вид…») (1929)";"В. В. Маяковский";"1893";"Даешь!  («У города / страшный вид…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"16";"102";"В пули, ядерный град Советы обляпавший сплошь, белый бежал гад от нашего слова― «Даешь!»";"1cceb0b2daf346103588cb74965c78a8:3:7"
" оп и итйорп ен мИ";"йонвор";"Им не пройти и по";"ровной";" ";"линии!";"В. В. Маяковский. Два опиума  («Вливали / в Россию / цари / вино да молебны…») (1929)";"В. В. Маяковский";"1893";"Два опиума  («Вливали / в Россию / цари / вино да молебны…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"20";"179";"Им не пройти и по ровной линии!";"1fdd3ec631924bc089bf164bd42931dc:9:5"
" иманачилгна с ястюунверос ызуцнарФ";"имижыр";"Французы соревнуются с англичанами";"рыжими";": ";"кто из рабочего больше выжмет.";"В. В. Маяковский. Два соревнования  («Европу / огибаю / железнодорожным туром…») (1929)";"В. В. Маяковский";"1893";"Два соревнования  («Европу / огибаю / железнодорожным туром…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"17";"162";"Французы соревнуются с англичанами рыжими: кто из рабочего больше выжмет.";"6915dc8442d8df42a70d767dd7aafa66:4:4"
" акоП";"мыньлатс";"Пока";"стальным";" ";"окружием враги не нависли, крепись― во";"В. В. Маяковский. Долой шапки!  («Ну, и дура — / храбрость-то…») (1929)";"В. В. Маяковский";"1893";"Долой шапки!  («Ну, и дура — / храбрость-то…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"14";"102";"Пока стальным окружием враги не нависли, крепись― во всеоружии техники и мысли!    [1929]";"1b81c25d8275542947c3980bf2cccbcc:13:1"
" монирем яндогес и отк-еоК";"мывис";"Кое-кто и сегодня мерином";"сивым";" ";"подвирает, закусив поэтические удила́: «Красивые, во";"В. В. Маяковский. Долой!  («Старья лирозвоны / умели вывести…») (1929)";"В. В. Маяковский";"1893";"Долой!  («Старья лирозвоны / умели вывести…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"19";"163";"Кое-кто и сегодня мерином сивым подвирает, закусив поэтические удила́: «Красивые, во всем красивом, они несли свои тела…»";"e87ee5c3c2687179bc1125bf94578538:8:4"
" еьталП";"еонелез";"Платье";"зеленое";" ";"выпушено мехом, девушка определенно пользуется успехом.";"В. В. Маяковский. Заграничная штучка  («Париж, / как сковородку желток…») (1929)";"В. В. Маяковский";"1893";"Заграничная штучка  («Париж, / как сковородку желток…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"24";"128";"Платье зеленое выпушено мехом, девушка определенно пользуется успехом.";"65196d3621a831f91474232e5e44820f:22:1"
" ,иладзи а ,юьнет яслаташорп ьчон юсв";"алтевс";"всю ночь прошатался тенью, а издали,";"светла";", ";"нацелилась и шла к учреждению чистильщика";"В. В. Маяковский. Который из них?  («Товарищами / были они…») (1929)";"В. В. Маяковский";"1893";"Который из них?  («Товарищами / были они…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"39";"242";"В раздумьи всю ночь прошатался тенью, а издали, светла, нацелилась и шла к учреждению чистильщика солнца метла.   [1929]";"777c0cf512a3eae22fd71b243ff2d6cf:38:8"
" теянеттО";"ьнис";"Оттеняет";"синь";" ";"его.";"В. В. Маяковский. Красавицы  («В смокинг вштопорен…») (1929)";"В. В. Маяковский";"1893";"Красавицы  («В смокинг вштопорен…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"24";"105";"Ретушь― у глаза. Оттеняет синь его. Спины из газа цвета лососиньего.";"7c7e33dd2fe6c59e8582fce3eb133c07:10:1"
"";"еынсарК";"";"Красные";", ";"готовьте отпор силе черных рот!";"В. В. Маяковский. Лозунги по КИМу  («Стекайтесь, / кепки и платки…») (1929)";"В. В. Маяковский";"1893";"Лозунги по КИМу  («Стекайтесь, / кепки и платки…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"20";"148";"КИМ― лучших отбор, фашисты― худших сброд. Красные, готовьте отпор силе черных рот! На Западе капитал ― западня.";"0764104304ea41f4129cf065c298eda6:5:0"
" елис ропто етьвотог ,еынсарК";"хынреч";"Красные, готовьте отпор силе";"черных";" ";"рот!";"В. В. Маяковский. Лозунги по КИМу  («Стекайтесь, / кепки и платки…») (1929)";"В. В. Маяковский";"1893";"Лозунги по КИМу  («Стекайтесь, / кепки и платки…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"20";"148";"КИМ― лучших отбор, фашисты― худших сброд. Красные, готовьте отпор силе черных рот! На Западе капитал ― западня.";"0764104304ea41f4129cf065c298eda6:5:4"
" алатипак ачиьлИ утеваз оп йавывечрокыв ,йенропу";"еывярок";"упорней, выкорчевывай по завету Ильича капитала";"корявые";" ";"корни.";"В. В. Маяковский. Лозунги по КИМу  («Стекайтесь, / кепки и платки…») (1929)";"В. В. Маяковский";"1893";"Лозунги по КИМу  («Стекайтесь, / кепки и платки…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"20";"148";"Не хвастаясь и не крича, соревнуясь ударней, упорней, выкорчевывай по завету Ильича капитала корявые корни.";"0764104304ea41f4129cf065c298eda6:10:13"
" и андурт атобаР";"атурк";"Работа трудна и";"крута";"… ";"";"В. В. Маяковский. Лозунги по КИМу  («Стекайтесь, / кепки и платки…») (1929)";"В. В. Маяковский";"1893";"Лозунги по КИМу  («Стекайтесь, / кепки и платки…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"20";"148";"Работа трудна и крута… Долой разгильдяйскую слизь!";"0764104304ea41f4129cf065c298eda6:11:3"
" в ичон у ьшиЛ";"йонреч";"Лишь у ночи в";"черной";" ";"марле фары вспыхивают ярки ― это мчится";"В. В. Маяковский. Монте-Карло  («Мир / в тишине / с головы до пят…») (1929)";"В. В. Маяковский";"1893";"Монте-Карло  («Мир / в тишине / с головы до пят…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"21";"184";"Лишь у ночи в черной марле фары вспыхивают ярки ― это мчится к Монте-Карле автотранспорт высшей марки.";"ab0c8d82ca518e6299b38ad6fa45ddb4:6:4"
" тюавихыпсв ыраф елрам йонреч в ичон";"икря";"ночи в черной марле фары вспыхивают";"ярки";" ― ";"это мчится к Монте-Карле автотранспорт";"В. В. Маяковский. Монте-Карло  («Мир / в тишине / с головы до пят…») (1929)";"В. В. Маяковский";"1893";"Монте-Карло  («Мир / в тишине / с головы до пят…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"21";"184";"Лишь у ночи в черной марле фары вспыхивают ярки ― это мчится к Монте-Карле автотранспорт высшей марки.";"ab0c8d82ca518e6299b38ad6fa45ddb4:6:8"
" теуд йовонбуб юомад с модяр ,вертомсдоп";"оря";"подсмотрев, рядом с дамою бубновой дует";"яро";" ";"дама треф.";"В. В. Маяковский. Монте-Карло  («Мир / в тишине / с головы до пят…») (1929)";"В. В. Маяковский";"1893";"Монте-Карло  («Мир / в тишине / с головы до пят…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"21";"184";"Демонстрируя обновы, выигравших подсмотрев, рядом с дамою бубновой дует яро дама треф.";"ab0c8d82ca518e6299b38ad6fa45ddb4:11:9"
" в юьзярг и ,ола ,ончарзорп ьсалакт";"йотавозор";"ткалась прозрачно, ало, и грязью в";"розоватой";" ";"кальке на грандиозье Монте-Карло поганенькие монтекарлики.   [1929]";"В. В. Маяковский. Монте-Карло  («Мир / в тишине / с головы до пят…») (1929)";"В. В. Маяковский";"1893";"Монте-Карло  («Мир / в тишине / с головы до пят…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"21";"184";"Сквозь звезды утро протекало; заря ткалась прозрачно, ало, и грязью в розоватой кальке на грандиозье Монте-Карло поганенькие монтекарлики.   [1929]";"ab0c8d82ca518e6299b38ad6fa45ddb4:20:11"
"-онриж моквологаЗ";"мыла";"Заголовком жирно-";"алым";" ";"мозжечок прикрывши тощий, ходят тихо по";"В. В. Маяковский. Мрачное о юмористах  («Где вы, / бодрые задиры?..») (1929)";"В. В. Маяковский";"1893";"Мрачное о юмористах  («Где вы, / бодрые задиры?..»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"24";"199";"Заголовком жирно-алым мозжечок прикрывши тощий, ходят тихо по журналам дореформенные тещи.";"07d103d160fa28e68313ea064d734803:7:2"
" и овтсьлетадерп йелетидерВ";"йылеб";"Вредителей предательство и";"белый";" ";"знаний лоск забей изобретательством, рабочий мозг.";"В. В. Маяковский. Мы  («Мы — / Эдисоны / невиданных взлетов, / энергий / и светов…») (1929)";"В. В. Маяковский";"1893";"Мы  («Мы — / Эдисоны / невиданных взлетов, / энергий / и светов…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"13";"146";"Вредителей предательство и белый знаний лоск забей изобретательством, рабочий мозг.";"ce3e8f9e078ff0fad01cd469de24e5cb:11:3"
" ЕСВ ЕДАПАЗ АН ";"ОНЙОКОПС";"НА ЗАПАДЕ ВСЕ";"СПОКОЙНО";" ";"";"В. В. Маяковский. На западе все спокойно  («Как совесть голубя, / чист асфальт…») (1929)";"В. В. Маяковский";"1893";"На западе все спокойно  («Как совесть голубя, / чист асфальт…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"23";"225";"НА ЗАПАДЕ ВСЕ СПОКОЙНО Как совесть голубя, чист асфальт.";"c0d5e58b30f5dcf1ac3b151679e95cc5:0:3"
" мораден ―,елмез оп тезлоп ьтуп йынриткнуп";"алгурк";"пунктирный путь ползет по земле,― недаром";"кругла";"!  ";"";"В. В. Маяковский. На западе все спокойно  («Как совесть голубя, / чист асфальт…») (1929)";"В. В. Маяковский";"1893";"На западе все спокойно  («Как совесть голубя, / чист асфальт…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"23";"225";"Кровавых капель пунктирный путь ползет по земле,― недаром кругла!";"c0d5e58b30f5dcf1ac3b151679e95cc5:8:8"
" ынйов йен аН";"йылетлежоп";"На ней войны";"пожелтелый";" ";"скелет, и сталью синеет смерти коса.";"В. В. Маяковский. На западе все спокойно  («Как совесть голубя, / чист асфальт…») (1929)";"В. В. Маяковский";"1893";"На западе все спокойно  («Как совесть голубя, / чист асфальт…»)";"1929";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"23";"225";"На ней войны пожелтелый скелет, и сталью синеет смерти коса.";"c0d5e58b30f5dcf1ac3b151679e95cc5:15:3"
