"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Audience_age";"Sentences";"Words";"Full context";"Example source"
" юьлып ынера С ,могзив с яьпок";"йонсарк";"копья с визгом, С арены пылью";"красной";" ";"закрылись ложи(1913)";"Е. Г. Гуро. Из сладостных  («Венок весенних роз…») (1913)";"Е. Г. Гуро";"1877";"Из сладостных  («Венок весенних роз…»)";"1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"17";"123";"Помчались единороги в попонах большеглазых, Опущены забрала, лязгнули копья с визгом, С арены пылью красной закрылись ложи(1913)";"0f526df5ab2fdee8866bcc157e7e638a:16:14"
" зеб йогород йоннилд тудерб отдуб ,ьнзиж";"алпет";"жизнь, будто бредут длинной дорогой без";"тепла";".  ";"";"Е. Г. Гуро. Моему брату  («Помолись за меня — ты…») (1913)";"Е. Г. Гуро";"1877";"Моему брату  («Помолись за меня — ты…»)";"1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"15";"142";"Также я думаю о тех, кто на свете в чудаках, кто за это в обиде у людей, позасунуты в уголках ― озябшие без ласки, плетут неумелую жизнь, будто бредут длинной дорогой без тепла.";"bbf2f6e64c4cf92b3b576d4e4cb8eef2:8:31"
" ынежасан едг ,икинтевц еижуч в ьсиледялгаЗ";"еикьневозор";"Загляделись в чужие цветники, где насажены";"розовенькие";" ";"и лиловенькие цветы для своих, для";"Е. Г. Гуро. Моему брату  («Помолись за меня — ты…») (1913)";"Е. Г. Гуро";"1877";"Моему брату  («Помолись за меня — ты…»)";"1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"15";"142";"Загляделись в чужие цветники, где насажены розовенькие и лиловенькие цветы для своих, для домашних.";"bbf2f6e64c4cf92b3b576d4e4cb8eef2:9:6"
" ером ан я уребдоп от-икченед";"еолтевс";"денечки-то подберу я на море";"светлое";" ";"за ними побегу.";"Е. Г. Гуро. Шалопай  («Ах, деньки деньки маются!..») (1913)";"Е. Г. Гуро";"1877";"Шалопай  («Ах, деньки деньки маются!..»)";"1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"15";"110";"Мама, мама, мамочка ― Не сердись ― я на днях денечки-то подберу я на море светлое за ними побегу.";"e0403c67b17f0698889e71ae86856ae4:7:14"
" йеом лащебо емам хи Я";"йоворус";"Я их маме обещал моей";"суровой";" ";"Моя мама строгая; ― точь-в-точь я, как";"Е. Г. Гуро. Шалопай  («Ах, деньки деньки маются!..») (1913)";"Е. Г. Гуро";"1877";"Шалопай  («Ах, деньки деньки маются!..»)";"1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"15";"110";"Я их маме обещал моей суровой Моя мама строгая; ― точь-в-точь я, как день ― она как ночь!………………………………….";"e0403c67b17f0698889e71ae86856ae4:9:5"
" С";"йонсарк";"С";"красной";" ";"да полосочкой, ― ходкая, мигнуть.";"Е. Г. Гуро. [Лодочка]  («У него ли рыбочка…») (1910-1913)";"Е. Г. Гуро";"1877";"[Лодочка]  («У него ли рыбочка…»)";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"13";"65";"Рыбка моя, лодочка, не посмей тонуть. С красной да полосочкой, ― ходкая, мигнуть. Хор";"5238d6ac1aa59f14d557c4f8f3ab9808:5:1"
" медЖ ,йоньлетимот емьт ов медж ябет";"алпет";"тебя ждем во тьме томительной, Ждем";"тепла";" ";"твоей любви…";"Е. Г. Гуро. «Возлюбив боль поругания…» (1910-1913)";"Е. Г. Гуро";"1877";"«Возлюбив боль поругания…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"10";"99";"Мы все тебя ждем во тьме томительной, Ждем тепла твоей любви…";"cfcc0fe64503b93bb1025d926408e294:6:8"
" у ,акчодол ,ясйачак ,йачак ыТ";"йоначсеп";"Ты качай, качайся, лодочка, у";"песчаной";" ";"полосы, за тобой змейки весёлые, отраженья";"Е. Г. Гуро. «Выплывали в море упоенное…» (1910-1913)";"Е. Г. Гуро";"1877";"«Выплывали в море упоенное…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"8";"51";"Ты качай, качайся, лодочка, у песчаной полосы, за тобой змейки весёлые, отраженья зацвели.";"2b0a1159e9428d7d262958c0e6fa07c9:5:5"
" ,могротсов илевцаЗ";"мотолоз";"Зацвели восторгом,";"золотом";", ";"звонко-красной полосой.";"Е. Г. Гуро. «Выплывали в море упоенное…» (1910-1913)";"Е. Г. Гуро";"1877";"«Выплывали в море упоенное…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"8";"51";"Зацвели восторгом, золотом, звонко-красной полосой. за меня резвися, лодочка, шалопаю велят домой.(1914)";"2b0a1159e9428d7d262958c0e6fa07c9:6:2"
"-окновз ,мотолоз ,могротсов илевцаЗ";"йонсарк";"Зацвели восторгом, золотом, звонко-";"красной";" ";"полосой.";"Е. Г. Гуро. «Выплывали в море упоенное…» (1910-1913)";"Е. Г. Гуро";"1877";"«Выплывали в море упоенное…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"8";"51";"Зацвели восторгом, золотом, звонко-красной полосой. за меня резвися, лодочка, шалопаю велят домой.(1914)";"2b0a1159e9428d7d262958c0e6fa07c9:6:4"
" ,йынтупоп ретев ябет ялд гоБ йаД";"йеруБ";"Дай Бог для тебя ветер попутный,";"Бурей";" ";"разбиты они.";"Е. Г. Гуро. «Гордо иду я в пути…» (1910-1913)";"Е. Г. Гуро";"1877";"«Гордо иду я в пути…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"9";"42";"Дай Бог для тебя ветер попутный, Бурей разбиты они.";"45326f3ceaa00afc2a7ad4d81c9209fa:4:6"
"";"йынрёЧ";"";"Чёрный";" ";"грозный лес, Лес стоит.";"Е. Г. Гуро. «Звёздочка высока…» (1910-1913)";"Е. Г. Гуро";"1877";"«Звёздочка высока…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"8";"54";"Над грозным лесом Она взошла. Чёрный грозный лес, Лес стоит.";"a6136ae70f165818fd8042fcc8d43700:3:0"
" йом В ― :тировоГ";"йынмёт";"Говорит: ― В мой";"тёмный";" ";"знак, Мой тёмный знак не вступай!";"Е. Г. Гуро. «Звёздочка высока…» (1910-1913)";"Е. Г. Гуро";"1877";"«Звёздочка высока…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"8";"54";"Говорит: ― В мой тёмный знак, Мой тёмный знак не вступай!";"a6136ae70f165818fd8042fcc8d43700:4:3"
" йоМ ,канз йынмёт йом В ― :тировоГ";"йынмёт";"Говорит: ― В мой тёмный знак, Мой";"тёмный";" ";"знак не вступай!";"Е. Г. Гуро. «Звёздочка высока…» (1910-1913)";"Е. Г. Гуро";"1877";"«Звёздочка высока…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"8";"54";"Говорит: ― В мой тёмный знак, Мой тёмный знак не вступай!";"a6136ae70f165818fd8042fcc8d43700:4:6"
" йокат коретев адгоК ";"йылпёт";"Когда ветерок такой";"тёплый";", ";"так его хочется собрать в горсточку";"Е. Г. Гуро. «Когда ветерок такой тёплый…» (1910-1913)";"Е. Г. Гуро";"1877";"«Когда ветерок такой тёплый…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"1";"13";"Когда ветерок такой тёплый, так его хочется собрать в горсточку, ― ветерок мой ветерок…";"c5129e9e8beb85f609e555bd13a13889:0:3"
" онжен ястивонатС ,икчотсал тюатеЛ";"мывозор";"Летают ласточки, Становится нежно";"розовым";". ";"";"Е. Г. Гуро. «Море, плавно и блеско…» (1910-1913)";"Е. Г. Гуро";"1877";"«Море, плавно и блеско…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"8";"39";"Море, плавно и блеско. Летают ласточки, Становится нежно розовым. Мокнет чалочка, Плывёт рыбалочка, Летогон, летогон, Скалочка!";"43b5673af4174f54d8c6a400f00b703d:1:4"
" ынавосираН ";"еытлеж";"Нарисованы";"желтые";" ";"быки.";"Е. Г. Гуро. «Нарисованы желтые быки. Закоптелые, пропыленные…» (1910-1913)";"Е. Г. Гуро";"1877";"«Нарисованы желтые быки. Закоптелые, пропыленные…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"2";"5";"Нарисованы желтые быки.  Закоптелые, пропыленные.";"a54ca1b3b26198ab1207fe9d76a694e2:0:1"
" зи ьсинреВ";"огенис";"Вернись из";"синего";" ";"неба, светлый огонь.";"Е. Г. Гуро. «Охвачена осенью осинка…» (1910-1913)";"Е. Г. Гуро";"1877";"«Охвачена осенью осинка…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"6";"29";"Страшно за её душу, С восторгом молю ― вернись. Вернись из синего неба, светлый огонь. Плачу я о тебе, ― о тебе.(1914)";"e7cb049197abfa7a53fbcfe97ce43ae8:4:2"
" ,абен огенис зи ьсинреВ";"йылтевс";"Вернись из синего неба,";"светлый";" ";"огонь.";"Е. Г. Гуро. «Охвачена осенью осинка…» (1910-1913)";"Е. Г. Гуро";"1877";"«Охвачена осенью осинка…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"6";"29";"Страшно за её душу, С восторгом молю ― вернись. Вернись из синего неба, светлый огонь. Плачу я о тебе, ― о тебе.(1914)";"e7cb049197abfa7a53fbcfe97ce43ae8:4:4"
" сел янем аз ьтсуп ― ,унатсв ен";"йотолоз";"не встану, ― пусть за меня лес";"золотой";" ";"стоит, ― Лес золотой, Я июньский поденщик";"Е. Г. Гуро. «Пески, досочки…» (1910-1913)";"Е. Г. Гуро";"1877";"«Пески, досочки…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"8";"65";"― Шалопай летний, Стой, Юн Июньский, Нет, не встану, ― пусть за меня лес золотой стоит, ― Лес золотой, Я июньский поденщик, У меня плечи ― сила, За плечами широкий мир.";"c58f1fe00e5a3f394e0fb248aa2971d2:5:12"
" сеЛ ― ,тиотс йотолоз сел янем аз";"йотолоз";"за меня лес золотой стоит, ― Лес";"золотой";", ";"Я июньский поденщик, У меня плечи";"Е. Г. Гуро. «Пески, досочки…» (1910-1913)";"Е. Г. Гуро";"1877";"«Пески, досочки…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"8";"65";"― Шалопай летний, Стой, Юн Июньский, Нет, не встану, ― пусть за меня лес золотой стоит, ― Лес золотой, Я июньский поденщик, У меня плечи ― сила, За плечами широкий мир.";"c58f1fe00e5a3f394e0fb248aa2971d2:5:15"
" ястюавевзаР ";"еынелез";"Развеваются";"зеленые";" ";"кудри на небе.";"Е. Г. Гуро. «Развеваются зеленые кудри на небе…» (1910-1913)";"Е. Г. Гуро";"1877";"«Развеваются зеленые кудри на небе…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"";"19";"Развеваются зеленые кудри на небе. Небо смеется.";"6097667736bf73e4d9f5a1451531f305:0:1"
" в ястущелп ,вокотшгалф хыдрог с ястяуртс";"мобулог";"струятся с гордых флагштоков, плещутся в";"голубом";" ";"ветре.(1914)";"Е. Г. Гуро. «Развеваются зеленые кудри на небе…» (1910-1913)";"Е. Г. Гуро";"1877";"«Развеваются зеленые кудри на небе…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"";"19";"Мчатся флаги на дачах, струятся с гордых флагштоков, плещутся в голубом ветре.(1914)";"6097667736bf73e4d9f5a1451531f305:2:10"
" и вогереб хытыбаз У ,киндасилоп яслилавс";"оголтевс";"свалился полисадник, У забытых берегов и";"светлого";" ";"столика, ― рай неизвестный, кем-то одушевлённый.";"Е. Г. Гуро. «Струнной арфой…» (1910-1913)";"Е. Г. Гуро";"1877";"«Струнной арфой…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"";"61";"Струнной арфой Касались сосны, где свалился полисадник, У забытых берегов и светлого столика, ― рай неизвестный, кем-то одушевлённый.";"e542f10a4420bc091c5db6339d1a1deb:0:11"
" к теателу оге ашуд ,тёнсаз а";"мылтевс";"а заснёт, душа его улетает к";"светлым";" ";"источникам и в серебряной ряби веселится";"Е. Г. Гуро. «Струнной арфой…» (1910-1913)";"Е. Г. Гуро";"1877";"«Струнной арфой…»";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"";"61";"Пусть к ней придёт вдумчивый, сосредоточенный, кто умеет любить, не знаю кого, ждать, ― не знаю чего, а заснёт, душа его улетает к светлым источникам и в серебряной ряби веселится она.(1914)";"e542f10a4420bc091c5db6339d1a1deb:2:22"
" зИ";"хытлеж";"Из";"желтых";" ";"скуластых времен Радугой Возрождения Перекинулась улыбка";"Е. Г. Гуро. Василий Каменский  («Чарн-чаллы-ай…») (1910-1913)";"Е. Г. Гуро";"1877";"Василий Каменский  («Чарн-чаллы-ай…»)";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"20";"86";"Из желтых скуластых времен Радугой Возрождения Перекинулась улыбка ушкуйника И костлявой шеи местный загар.";"7155987b3d381dece12c28ac7d9e000c:3:1"
" ырвок еихит хамераг В";"имынновреЧ";"В гаремах тихие ковры";"Червонными";" ";"шелками Чуть обвито тело, Как пропасть";"Е. Г. Гуро. Василий Каменский  («Чарн-чаллы-ай…») (1910-1913)";"Е. Г. Гуро";"1877";"Василий Каменский  («Чарн-чаллы-ай…»)";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"20";"86";"В гаремах тихие ковры Червонными шелками Чуть обвито тело, Как пропасть ― смоль волос.";"7155987b3d381dece12c28ac7d9e000c:7:4"
" ипС";"онйокопс";"Спи";"спокойно";",\ ";"Баю-бай, В море канули часы, В";"Е. Г. Гуро. Вечернее  («Покачнулось море…») (1910-1913)";"Е. Г. Гуро";"1877";"Вечернее  («Покачнулось море…»)";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"18";"116";"Спи спокойно,\ Баю-бай, В море канули часы, В море лодка уплыла У сонули рыбака, Прошумела нам сосна, Облака тебе легли, Строятся дворцы вдали, вдали!..(1914)";"a332482c5efb5f7cb36828a69cead18b:17:1"
" и ыньливарп ымьрюТ";"ынйокопс";"Тюрьмы правильны и";"спокойны";". ";"";"Е. Г. Гуро. Город  («Пахнет кровью и позором с бойни…») (1910-1913)";"Е. Г. Гуро";"1877";"Город  («Пахнет кровью и позором с бойни…»)";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"16";"179";"Пахнет кровью и позором с бойни, Собака бесхвостая прижала осмеянный зад к столбу. Тюрьмы правильны и спокойны. Шляпки дамские с цветами в кружевном дымку.";"ee9e0f4e9e6ab14dbdba46860a9cfefe:2:3"
" нолоп сеЛ";"алпет";"Лес полон";"тепла";". ";"";"Е. Г. Гуро. Июнь  («Глубока, глубока синева…») (1910-1913)";"Е. Г. Гуро";"1877";"Июнь  («Глубока, глубока синева…»)";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"6";"27";"Глубока, глубока синева. Лес полон тепла. И хвоя повисла упоенная И чуть звенит от сна.";"1f64dd8cd3135dd94300c3a162307a94:2:2"
" анлоП";"алпет";"Полна";"тепла";", ";"И счастья, И упоения, И восторга.(1914)";"Е. Г. Гуро. Июнь  («Глубока, глубока синева…») (1910-1913)";"Е. Г. Гуро";"1877";"Июнь  («Глубока, глубока синева…»)";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"6";"27";"Полна тепла, И счастья, И упоения, И восторга.(1914)";"1f64dd8cd3135dd94300c3a162307a94:5:1"
" В АВТИЛОМ ";"ЙЫРЕС";"МОЛИТВА В";"СЕРЫЙ";" ";"ДЕНЬ";"Е. Г. Гуро. Молитва в серый день  («Пахнет нежно тиной, тиной…») (1910-1913)";"Е. Г. Гуро";"1877";"Молитва в серый день  («Пахнет нежно тиной, тиной…»)";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"9";"48";"МОЛИТВА В СЕРЫЙ ДЕНЬ Пахнет нежно тиной, тиной.";"2c4929dec4334b92c7cb3b3c0d8b4735:0:2"
" йынрев ежоБ";"йорес";"Боже верный";"серой";" ";"дюны, ты бережёшь твоих серых птичек";"Е. Г. Гуро. Молитва в серый день  («Пахнет нежно тиной, тиной…») (1910-1913)";"Е. Г. Гуро";"1877";"Молитва в серый день  («Пахнет нежно тиной, тиной…»)";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"9";"48";"Боже верный серой дюны, ты бережёшь твоих серых птичек на песке.";"2c4929dec4334b92c7cb3b3c0d8b4735:5:2"
" хиовт ьшёжереб ыт ,ынюд йорес йынрев";"хырес";"верный серой дюны, ты бережёшь твоих";"серых";" ";"птичек на песке.";"Е. Г. Гуро. Молитва в серый день  («Пахнет нежно тиной, тиной…») (1910-1913)";"Е. Г. Гуро";"1877";"Молитва в серый день  («Пахнет нежно тиной, тиной…»)";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"9";"48";"Боже верный серой дюны, ты бережёшь твоих серых птичек на песке.";"2c4929dec4334b92c7cb3b3c0d8b4735:5:7"
" И ИВБЮЛ АВОЛС ";"АЛПЕТ";"СЛОВА ЛЮБВИ И";"ТЕПЛА";" ";"";"Е. Г. Гуро. Слова любви и тепла  («У кота от лени и тепла разошлись ушки…») (1910-1913)";"Е. Г. Гуро";"1877";"Слова любви и тепла  («У кота от лени и тепла разошлись ушки…»)";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"11";"77";"СЛОВА ЛЮБВИ И ТЕПЛА";"5123f53beeca038e806457e2bfaf9c64:0:3"
" и инел то аток У";"алпет";"У кота от лени и";"тепла";" ";"разошлись ушки.";"Е. Г. Гуро. Слова любви и тепла  («У кота от лени и тепла разошлись ушки…») (1910-1913)";"Е. Г. Гуро";"1877";"Слова любви и тепла  («У кота от лени и тепла разошлись ушки…»)";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"11";"77";"У кота от лени и тепла разошлись ушки.";"5123f53beeca038e806457e2bfaf9c64:1:5"
" А[";"имылпёт";"[А";"тёплыми";" ";"словами потому касаюсь жизни, что как";"Е. Г. Гуро. Слова любви и тепла  («У кота от лени и тепла разошлись ушки…») (1910-1913)";"Е. Г. Гуро";"1877";"Слова любви и тепла  («У кота от лени и тепла разошлись ушки…»)";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"11";"77";"[А тёплыми словами потому касаюсь жизни, что как же иначе касаться раненого?";"5123f53beeca038e806457e2bfaf9c64:7:1"
" кат мавтсещус месв ,ястежак енМ ";"ондолох";"Мне кажется, всем существам так";"холодно";", ";"так холодно.";"Е. Г. Гуро. Слова любви и тепла  («У кота от лени и тепла разошлись ушки…») (1910-1913)";"Е. Г. Гуро";"1877";"Слова любви и тепла  («У кота от лени и тепла разошлись ушки…»)";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"11";"77";"Мне кажется, всем существам так холодно, так холодно.";"5123f53beeca038e806457e2bfaf9c64:8:5"
" кат ,ондолох кат мавтсещус месв ,ястежак";"ондолох";"кажется, всем существам так холодно, так";"холодно";".  ";"";"Е. Г. Гуро. Слова любви и тепла  («У кота от лени и тепла разошлись ушки…») (1910-1913)";"Е. Г. Гуро";"1877";"Слова любви и тепла  («У кота от лени и тепла разошлись ушки…»)";"1910-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"11";"77";"Мне кажется, всем существам так холодно, так холодно.";"5123f53beeca038e806457e2bfaf9c64:8:7"
" ";"йотолоЗ";"";"Золотой";" ";"луч запутался в прутиках и остался";"Е. Г. Гуро. «Золотой луч запутался в прутиках и остался надолго. Не торопится уйти…» (1909-1913)";"Е. Г. Гуро";"1877";"«Золотой луч запутался в прутиках и остался надолго. Не торопится уйти…»";"1909-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"2";"11";"Золотой луч запутался в прутиках и остался надолго.";"ee84d1555dba067276ee46a0351cf1e4:0:0"
" еытурк ,агенс огешвяатто зИ ";"еынреч";"Из оттаявшего снега, крутые";"черные";" ";"ребра лодок.";"Е. Г. Гуро. «Из оттаявшего снега, крутые черные ребра лодок…» (1909-1913)";"Е. Г. Гуро";"1877";"«Из оттаявшего снега, крутые черные ребра лодок…»";"1909-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"1";"7";"Из оттаявшего снега, крутые черные ребра лодок.";"df5aeb4307e0c12ecdf9bb4a01534a73:0:4"
" худзов марту оП ";"йылеб";"По утрам воздух";"белый";", ";"туманный от сжимающегося холода.";"Е. Г. Гуро. «По утрам воздух белый, туманный от сжимающегося холода…» (1909-1913)";"Е. Г. Гуро";"1877";"«По утрам воздух белый, туманный от сжимающегося холода…»";"1909-1913";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"1";"8";"По утрам воздух белый, туманный от сжимающегося холода.";"76d4178a8a4a563048cfa7679ac48408:0:3"
" тижел но :одан ен ,етидж еН";"онйокопс";"Не ждите, не надо: он лежит";"спокойно";" ― ";"Это ничего.***";"Е. Г. Гуро. «Вот и лег утихший, хороший…» (1912)";"Е. Г. Гуро";"1877";"«Вот и лег утихший, хороший…»";"1912";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"18";"146";"Не ждите, не надо: он лежит спокойно ― Это ничего.***";"e57637ecfc6da153bc428dfc697dce86:15:6"
"-онрокоп сач ,ееннесо орту в оН";"йынделб";"Но в утро осеннее, час покорно-";"бледный";", ";"Пусть узнают, жизнь кому, Как жил";"Е. Г. Гуро. «Вот и лег утихший, хороший…» (1912)";"Е. Г. Гуро";"1877";"«Вот и лег утихший, хороший…»";"1912";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"18";"146";"Но в утро осеннее, час покорно-бледный, Пусть узнают, жизнь кому, Как жил на свете рыцарь бедный И ясным утром отошел ко сну.";"e57637ecfc6da153bc428dfc697dce86:16:6"
