"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Audience_age";"Sentences";"Words";"Full context";"Example source"
" ,тищ йынжедан йом ,ерог отэ оТ";"еондолоХ";"То это горе, мой надежный щит,";"Холодное";" ";"презрительное горе».";"Н. С. Гумилев. «Над городом плывет ночная тишь…» [Душа и тело, 1] (1921)";"Н. С. Гумилев";"1886";"«Над городом плывет ночная тишь…»";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"8";"107";"И если что еще меня роднит С былым, мерцающим в планетном хоре, То это горе, мой надежный щит, Холодное презрительное горе».";"c1edd092d5dfa5bcd4db48cd939dba26:7:18"
" ьшиЛ";"яалеб";"Лишь";"белая";", ";"в белой одежде, Как в пеплуме";"Н. С. Гумилев. «Я сам над собой насмеялся…» (1921)";"Н. С. Гумилев";"1886";"«Я сам над собой насмеялся…»";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"6";"91";"Лишь белая, в белой одежде, Как в пеплуме древних богинь, Ты держишь хрустальную сферу В прозрачных и тонких перстах.";"789bd2c12c909d6cf3088d31eaa408db:1:1"
" в ,яалеб ьшиЛ";"йолеб";"Лишь белая, в";"белой";" ";"одежде, Как в пеплуме древних богинь";"Н. С. Гумилев. «Я сам над собой насмеялся…» (1921)";"Н. С. Гумилев";"1886";"«Я сам над собой насмеялся…»";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"6";"91";"Лишь белая, в белой одежде, Как в пеплуме древних богинь, Ты держишь хрустальную сферу В прозрачных и тонких перстах.";"789bd2c12c909d6cf3088d31eaa408db:1:3"
" ьшижред ыТ ,ьнигоб хинверд емулпеп в";"юуньлатсурх";"в пеплуме древних богинь, Ты держишь";"хрустальную";" ";"сферу В прозрачных и тонких перстах.";"Н. С. Гумилев. «Я сам над собой насмеялся…» (1921)";"Н. С. Гумилев";"1886";"«Я сам над собой насмеялся…»";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"6";"91";"Лишь белая, в белой одежде, Как в пеплуме древних богинь, Ты держишь хрустальную сферу В прозрачных и тонких перстах.";"789bd2c12c909d6cf3088d31eaa408db:1:12"
" авд каК ,тюер инемалп еыннилд маТ";"еытолоз";"Там длинные пламени реют, Как два";"золотые";" ";"крыла.  <1921>";"Н. С. Гумилев. «Я сам над собой насмеялся…» (1921)";"Н. С. Гумилев";"1886";"«Я сам над собой насмеялся…»";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"6";"91";"Там длинные пламени реют, Как два золотые крыла.  <1921>";"789bd2c12c909d6cf3088d31eaa408db:5:6"
" огонйуб могереб уджеМ";"огонсарК";"Между берегом буйного";"Красного";" ";"моря И суданским таинственным лесом видна";"Н. С. Гумилев. Абиссиния  («Между берегом буйного Красного моря…») (1921)";"Н. С. Гумилев";"1886";"Абиссиния  («Между берегом буйного Красного моря…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"27";"504";"Между берегом буйного Красного моря И суданским таинственным лесом видна, Разметавшись среди четырех плоскогорий, С отдыхающей львицею схожа, страна.";"0126b0ea0781f886ec9be02eab83d034:1:3"
" иемЗ ,яарк зеб и анд зеб";"еынреч";"без дна и без края, Змеи";"черные";" ";"подступы к ним стерегут, Их сестер";"Н. С. Гумилев. Абиссиния  («Между берегом буйного Красного моря…») (1921)";"Н. С. Гумилев";"1886";"Абиссиния  («Между берегом буйного Красного моря…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"27";"504";"Север ― это болота без дна и без края, Змеи черные подступы к ним стерегут, Их сестер-лихорадок зловещая стая, Желтолицая, здесь обрела свой приют.";"0126b0ea0781f886ec9be02eab83d034:2:9"
" и ыретнап ьсилиатирП ,ываду ьсилиатирп йен";"еижыр";"ней притаились удавы, Притаились пантеры и";"рыжие";" ";"львы.";"Н. С. Гумилев. Абиссиния  («Между берегом буйного Красного моря…») (1921)";"Н. С. Гумилев";"1886";"Абиссиния  («Между берегом буйного Красного моря…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"27";"504";"В ней притаились удавы, Притаились пантеры и рыжие львы.";"0126b0ea0781f886ec9be02eab83d034:14:7"
" И алес еылесев ,ызор и ыромокиС";"йынелез";"Сикоморы и розы, веселые села И";"зеленый";", ";"народом пестреющий луг.";"Н. С. Гумилев. Абиссиния  («Между берегом буйного Красного моря…») (1921)";"Н. С. Гумилев";"1886";"Абиссиния  («Между берегом буйного Красного моря…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"27";"504";"По обрывам и кручам дорогой тяжелой Поднимись, и нежданно увидишь вокруг Сикоморы и розы, веселые села И зеленый, народом пестреющий луг.";"0126b0ea0781f886ec9be02eab83d034:15:17"
" в ьсишвакчапереП ,яачолом вотсук ьдерс тачыр";"молеб";"рычат средь кустов молочая, Перепачкавшись в";"белом";" ";"и липком соку, Мчатся всадники, длинные";"Н. С. Гумилев. Абиссиния  («Между берегом буйного Красного моря…») (1921)";"Н. С. Гумилев";"1886";"Абиссиния  («Между берегом буйного Красного моря…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"27";"504";"Павианы рычат средь кустов молочая, Перепачкавшись в белом и липком соку, Мчатся всадники, длинные копья бросая, Из винтовок стреляя на полном скаку.";"0126b0ea0781f886ec9be02eab83d034:20:7"
" агенс то мецнлос миксечипорт доП ынишрев";"ылеб";"вершины Под тропическим солнцем от снега";"белы";".  ";"";"Н. С. Гумилев. Абиссиния  («Между берегом буйного Красного моря…») (1921)";"Н. С. Гумилев";"1886";"Абиссиния  («Между берегом буйного Красного моря…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"27";"504";"Выше только утесы, нагие стремнины, Где кочуют ветра да ликуют орлы, Человек не взбирался туда, и вершины Под тропическим солнцем от снега белы.";"0126b0ea0781f886ec9be02eab83d034:21:22"
" и юьтсок юовонолс аЗ ынартс еынтсевзиен";"мотолоз";"неизвестные страны За слоновою костью и";"золотом";" ";"гор.";"Н. С. Гумилев. Абиссиния  («Между берегом буйного Красного моря…») (1921)";"Н. С. Гумилев";"1886";"Абиссиния  («Между берегом буйного Красного моря…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"27";"504";"И повсюду, вверху и внизу, караваны Видят солнце и пьют неоглядный простор, Уходя в до сих пор неизвестные страны За слоновою костью и золотом гор.";"0126b0ea0781f886ec9be02eab83d034:22:23"
" менеми миом ьтавзан йаД ,укеволеч итуп";"юунреч";"пути человеку, Дай назвать моим именем";"черную";" ";"До сих пор неоткрытую реку;";"Н. С. Гумилев. Вступленье  («Оглушенная ревом и топотом…») (1921)";"Н. С. Гумилев";"1886";"Вступленье  («Оглушенная ревом и топотом…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"8";"135";"Дай за это дорогу мне торную Там, где нету пути человеку, Дай назвать моим именем черную До сих пор неоткрытую реку;";"45a8332e72695cf1aaaf3d61fb070285:6:15"
" И ырог еикид еиксречреЧ ьзовкС наварак";"хыдес";"караван Сквозь Черчерские дикие горы И";"седых";" ";"на деревьях стрелял обезьян, Засыпал средь";"Н. С. Гумилев. Галла  («Восемь дней от Харрара я вел караван…») (1921)";"Н. С. Гумилев";"1886";"Галла  («Восемь дней от Харрара я вел караван…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"14";"258";"Восемь дней от Харрара я вел караван Сквозь Черчерские дикие горы И седых на деревьях стрелял обезьян, Засыпал средь корней сикоморы.";"0800287eeca7104ffd81f71db80cba79:1:12"
" ончоТ ,ыртсок ,енинвар йоннеладто в ,узинв";"еынсарк";"внизу, в отдаленной равнине, костры, Точно";"красные";" ";"звезды, повсюду.";"Н. С. Гумилев. Галла  («Восемь дней от Харрара я вел караван…») (1921)";"Н. С. Гумилев";"1886";"Галла  («Восемь дней от Харрара я вел караван…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"14";"258";"На девятую ночь я увидел с горы ― Этот миг никогда не забуду ― Там внизу, в отдаленной равнине, костры, Точно красные звезды, повсюду.";"0800287eeca7104ffd81f71db80cba79:2:19"
" йещюяис в ичут ончоТ ,ино имигурд";"инис";"другими они, Точно тучи в сияющей";"сини";", ";"Ночи трижды святые и странные дни";"Н. С. Гумилев. Галла  («Восемь дней от Харрара я вел караван…») (1921)";"Н. С. Гумилев";"1886";"Галла  («Восемь дней от Харрара я вел караван…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"14";"258";"И помчались одни за другими они, Точно тучи в сияющей сини, Ночи трижды святые и странные дни На широкой галласской равнине.";"0800287eeca7104ffd81f71db80cba79:3:10"
" еишвадив ен адгокиН ,икыб илагебу янем";"хылеб";"меня убегали быки, Никогда не видавшие";"белых";".  ";"";"Н. С. Гумилев. Галла  («Восемь дней от Харрара я вел караван…») (1921)";"Н. С. Гумилев";"1886";"Галла  («Восемь дней от Харрара я вел караван…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"14";"258";"И как поят парным молоком старики Умирающих змей престарелых… И, мыча, от меня убегали быки, Никогда не видавшие белых.";"0800287eeca7104ffd81f71db80cba79:7:18"
" огеом йогулс ьтыБ ниотсод ыТ ";"оготолоз";"Ты достоин Быть слугой моего";"золотого";" ";"отца».";"Н. С. Гумилев. Дагомея : «Царь сказал своему полководцу: «Могучий…» (1921)";"Н. С. Гумилев";"1886";"Дагомея : «Царь сказал своему полководцу: «Могучий…»";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"10";"113";"Ты достоин Быть слугой моего золотого отца».";"7b86e5220698c99c58a37ccbc2dba9fa:5:5"
" иьняис в ― ьсолазак а ,едов в";"оготолоЗ";"в воде, а казалось ― в сияньи";"Золотого";" ";"закатного солнца тонул.";"Н. С. Гумилев. Дагомея : «Царь сказал своему полководцу: «Могучий…» (1921)";"Н. С. Гумилев";"1886";"Дагомея : «Царь сказал своему полководцу: «Могучий…»";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"10";"113";"Полководец царю поклонился в молчаньи И с утеса в бурливую воду прыгнул, И тонул он в воде, а казалось ― в сияньи Золотого закатного солнца тонул.";"7b86e5220698c99c58a37ccbc2dba9fa:7:21"
" ончоТ ,икыдалв у оцил олатсилб И";"еонреч";"И блистало лицо у владыки, Точно";"черное";" ";"солнце подземной страны.";"Н. С. Гумилев. Дагомея : «Царь сказал своему полководцу: «Могучий…» (1921)";"Н. С. Гумилев";"1886";"Дагомея : «Царь сказал своему полководцу: «Могучий…»";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"10";"113";"И блистало лицо у владыки, Точно черное солнце подземной страны.";"7b86e5220698c99c58a37ccbc2dba9fa:9:6"
" как ,тувылп есВ елесод ,наеко в";"еылеб";"в океан, доселе Все плывут, как";"белые";" ";"люди; И когда их довольно будет,";"Н. С. Гумилев. Дамара  («Человеку грешно гордиться…») (1921)";"Н. С. Гумилев";"1886";"Дамара  («Человеку грешно гордиться…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"12";"176";"А вот перья, что улетели Далеко в океан, доселе Все плывут, как белые люди; И когда их довольно будет,";"ebadd0d32fd2172af5336531872877db:10:12"
" В ,еьтсачс тюадевзи ьтяпо И итсач";"хылеб";"части И опять изведают счастье, В";"белых";" ";"перьях большая птица На своей земле";"Н. С. Гумилев. Дамара  («Человеку грешно гордиться…») (1921)";"Н. С. Гумилев";"1886";"Дамара  («Человеку грешно гордиться…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"12";"176";"Вновь срастутся былые части И опять изведают счастье, В белых перьях большая птица На своей земле поселится.";"ebadd0d32fd2172af5336531872877db:11:9"
" В ,ценедалм енс ов течалп каТ";"хынреч";"Так плачет во сне младенец, В";"черных";" ";"глазах томленье, Как у восточных пленниц.";"Н. С. Гумилев. Дева-птица  («Пастух веселый…») (1921)";"Н. С. Гумилев";"1886";"Дева-птица  («Пастух веселый…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"19";"261";"Прерывно пенье, Так плачет во сне младенец, В черных глазах томленье, Как у восточных пленниц.";"16681f908c8f40827e36358faf2ecc9a:4:8"
" елмез аН утен хынбодоп енМ« :йыннещумс";"йонелез";"смущенный: «Мне подобных нету На земле";"зеленой";".  ";"";"Н. С. Гумилев. Дева-птица  («Пастух веселый…») (1921)";"Н. С. Гумилев";"1886";"Дева-птица  («Пастух веселый…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"19";"261";"Ее ответу Он внемлет, смущенный: «Мне подобных нету На земле зеленой.";"16681f908c8f40827e36358faf2ecc9a:6:10"
" И ыбуг иом ынжун ен умокиН";"еынделб";"Никому не нужны мои губы И";"бледные";" ";"щеки.";"Н. С. Гумилев. Дева-птица  («Пастух веселый…») (1921)";"Н. С. Гумилев";"1886";"Дева-птица  («Пастух веселый…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"19";"261";"И вот мне не любы Ни солнце, ни месяц высокий, Никому не нужны мои губы И бледные щеки.";"16681f908c8f40827e36358faf2ecc9a:9:16"
" тяневЗ хапал хиьчитп ан :тишылС ,йотерган";"еытолоз";"нагретой, Слышит: на птичьих лапах Звенят";"золотые";" ";"браслеты.";"Н. С. Гумилев. Дева-птица  («Пастух веселый…») (1921)";"Н. С. Гумилев";"1886";"Дева-птица  («Пастух веселый…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"19";"261";"Пастух вдыхает запах Кожи, солнцем нагретой, Слышит: на птичьих лапах Звенят золотые браслеты.";"16681f908c8f40827e36358faf2ecc9a:14:11"
" инелок оге еылерогаЗ ,теанз ен мас";"еынсарК";"сам не знает, Загорелые его колени";"Красные";" ";"перья попирают.";"Н. С. Гумилев. Дева-птица  («Пастух веселый…») (1921)";"Н. С. Гумилев";"1886";"Дева-птица  («Пастух веселый…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"19";"261";"Вот уже он в исступленьи, Что делает, сам не знает, Загорелые его колени Красные перья попирают.";"16681f908c8f40827e36358faf2ecc9a:15:13"
" тюатсВ йодалхорп йенречев С";"еыдес";"С вечерней прохладой Встают";"седые";" ";"туманы, И гонит он к дому";"Н. С. Гумилев. Дева-птица  («Пастух веселый…») (1921)";"Н. С. Гумилев";"1886";"Дева-птица  («Пастух веселый…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"19";"261";"С вечерней прохладой Встают седые туманы, И гонит он к дому стадо Из Броселианы.";"16681f908c8f40827e36358faf2ecc9a:18:4"
" ,аречев иом йешваджалсУ ,йонниратс икжинк зи";"еындурмузИ";"из книжки старинной, Услаждавшей мои вечера,";"Изумрудные";" ";"эти равнины И раскидистых пальм веера.";"Н. С. Гумилев. Египет  («Как картинка из книжки старинной…») (1921)";"Н. С. Гумилев";"1886";"Египет  («Как картинка из книжки старинной…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"36";"516";"Как картинка из книжки старинной, Услаждавшей мои вечера, Изумрудные эти равнины И раскидистых пальм веера.";"6cb20a80484c82956034d202fd1ab5d0:1:8"
" ылакс еикстеьмаД яашорО ,нетс хынянилг ьлодв";"имытавозоР";"вдоль глиняных стен, Орошая Дамьетские скалы";"Розоватыми";" ";"брызгами пен.";"Н. С. Гумилев. Египет  («Как картинка из книжки старинной…») (1921)";"Н. С. Гумилев";"1886";"Египет  («Как картинка из книжки старинной…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"36";"516";"И каналы, каналы, каналы, Что несутся вдоль глиняных стен, Орошая Дамьетские скалы Розоватыми брызгами пен.";"6cb20a80484c82956034d202fd1ab5d0:2:12"
" тичым сипА илИ ,селок хикжят хынчиньлем";"йынженсолеб";"мельничных тяжких колес, Или Апис мычит";"белоснежный";", ";"Окровавленный цепью из роз?";"Н. С. Гумилев. Египет  («Как картинка из книжки старинной…») (1921)";"Н. С. Гумилев";"1886";"Египет  («Как картинка из книжки старинной…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"36";"516";"То вода ли шумит безмятежно Между мельничных тяжких колес, Или Апис мычит белоснежный, Окровавленный цепью из роз?";"6cb20a80484c82956034d202fd1ab5d0:6:12"
" ,юобот дерП ыдимарип тутсаР ";"ынреч";"Растут пирамиды Пред тобою,";"черны";" ";"и страшны.";"Н. С. Гумилев. Египет  («Как картинка из книжки старинной…») (1921)";"Н. С. Гумилев";"1886";"Египет  («Как картинка из книжки старинной…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"36";"516";"Растут пирамиды Пред тобою, черны и страшны.";"6cb20a80484c82956034d202fd1ab5d0:9:4"
" аН";"еыдес";"На";"седые";" ";"от мха их уступы Ночевать прилетают";"Н. С. Гумилев. Египет  («Как картинка из книжки старинной…») (1921)";"Н. С. Гумилев";"1886";"Египет  («Как картинка из книжки старинной…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"36";"516";"На седые от мха их уступы Ночевать прилетают орлы, А в глубинах покоятся трупы, Незнакомые с тленьем, средь мглы.";"6cb20a80484c82956034d202fd1ab5d0:10:1"
" и моняьлак дерП ефос йокгям ан";"мынненго";"на мягкой софе Пред кальяном и";"огненным";" ";"кофе Вечерами в прохладных кафе.";"Н. С. Гумилев. Египет  («Как картинка из книжки старинной…») (1921)";"Н. С. Гумилев";"1886";"Египет  («Как картинка из книжки старинной…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"36";"516";"А поэты скандируют строфы, Развалившись на мягкой софе Пред кальяном и огненным кофе Вечерами в прохладных кафе.";"6cb20a80484c82956034d202fd1ab5d0:25:11"
" ен и бара еН юонартс дан";"йылеб";"над страною Не араб и не";"белый";", ";"а тот, Кто с сохою или";"Н. С. Гумилев. Египет  («Как картинка из книжки старинной…») (1921)";"Н. С. Гумилев";"1886";"Египет  («Как картинка из книжки старинной…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"36";"516";"Но истинный царь над страною Не араб и не белый, а тот, Кто с сохою или с бороною Черных буйволов в поле ведет.";"6cb20a80484c82956034d202fd1ab5d0:29:9"
" юонороб с или юохос с отК";"хынреЧ";"Кто с сохою или с бороною";"Черных";" ";"буйволов в поле ведет.";"Н. С. Гумилев. Египет  («Как картинка из книжки старинной…») (1921)";"Н. С. Гумилев";"1886";"Египет  («Как картинка из книжки старинной…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"36";"516";"Но истинный царь над страною Не араб и не белый, а тот, Кто с сохою или с бороною Черных буйволов в поле ведет.";"6cb20a80484c82956034d202fd1ab5d0:29:18"
" хитЭ ывилзар ондогеже оген ялД";"хижыр";"Для него ежегодно разливы Этих";"рыжих";" ";"всклокоченных вод Затопляют богатые нивы, Где";"Н. С. Гумилев. Египет  («Как картинка из книжки старинной…») (1921)";"Н. С. Гумилев";"1886";"Египет  («Как картинка из книжки старинной…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"36";"516";"Для него ежегодно разливы Этих рыжих всклокоченных вод Затопляют богатые нивы, Где тройную он жатву берет.";"6cb20a80484c82956034d202fd1ab5d0:31:5"
" йокмар яаннелмйакО ,акер окьлот отэ ― анартс";"йонелез";"страна ― это только река, Окаймленная рамкой";"зеленой";" ";"И другой, золотой, из песка.";"Н. С. Гумилев. Египет  («Как картинка из книжки старинной…») (1921)";"Н. С. Гумилев";"1886";"Египет  («Как картинка из книжки старинной…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"36";"516";"А ведь знает и коршун бессонный: Вся страна ― это только река, Окаймленная рамкой зеленой И другой, золотой, из песка.";"6cb20a80484c82956034d202fd1ab5d0:33:13"
" ,йогурд И йонелез йокмар яаннелмйакО ,акер";"йотолоз";"река, Окаймленная рамкой зеленой И другой,";"золотой";", ";"из песка.";"Н. С. Гумилев. Египет  («Как картинка из книжки старинной…») (1921)";"Н. С. Гумилев";"1886";"Египет  («Как картинка из книжки старинной…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"36";"516";"А ведь знает и коршун бессонный: Вся страна ― это только река, Окаймленная рамкой зеленой И другой, золотой, из песка.";"6cb20a80484c82956034d202fd1ab5d0:33:16"
" ехудзов В ,янем ялд юокдагаз олыБ";"юунненго";"Было загадкою для меня, В воздухе";"огненную";" ";"дорожку Он оставлял и при свете";"Н. С. Гумилев. Заблудившийся трамвай  («Шел я по улице незнакомой…») (1921)";"Н. С. Гумилев";"1886";"Заблудившийся трамвай  («Шел я по улице незнакомой…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"18";"302";"Как я вскочил на его подножку, Было загадкою для меня, В воздухе огненную дорожку Он оставлял и при свете дня.";"6fc6a0aa91806375215718a88fc19a78:2:12"
" но яслачМ";"йеруб";"Мчался он";"бурей";" ";"темной, крылатой, Он заблудился в бездне";"Н. С. Гумилев. Заблудившийся трамвай  («Шел я по улице незнакомой…») (1921)";"Н. С. Гумилев";"1886";"Заблудившийся трамвай  («Шел я по улице незнакомой…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"18";"302";"Мчался он бурей темной, крылатой, Он заблудился в бездне времен… Остановите, вагоновожатый, Остановите сейчас вагон.";"6fc6a0aa91806375215718a88fc19a78:3:2"
" йеруб но яслачМ";"йонмет";"Мчался он бурей";"темной";", ";"крылатой, Он заблудился в бездне времен";"Н. С. Гумилев. Заблудившийся трамвай  («Шел я по улице незнакомой…») (1921)";"Н. С. Гумилев";"1886";"Заблудившийся трамвай  («Шел я по улице незнакомой…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"18";"302";"Мчался он бурей темной, крылатой, Он заблудился в бездне времен… Остановите, вагоновожатый, Остановите сейчас вагон.";"6fc6a0aa91806375215718a88fc19a78:3:3"
