"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Audience_age";"Sentences";"Words";"Full context";"Example source"
" ым каК ,йовеН йонневтсниат даН илачеп";"йынреч";"печали Над таинственной Невой, Как мы";"черный";" ";"день встречали Белой ночью огневой.";"А. А. Блок. Пушкинскому дому  («Имя Пушкинского Дома…») (11.02.1921)";"А. А. Блок";"1880";"Пушкинскому дому  («Имя Пушкинского Дома…»)";"11.02.1921";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"16";"146";"Наши страстные печали Над таинственной Невой, Как мы черный день встречали Белой ночью огневой.";"d6b56ec5e8b111c1a861acd86cb8cee0:5:8"
" илачертсв ьнед йынреч ым каК ,йовеН";"йолеБ";"Невой, Как мы черный день встречали";"Белой";" ";"ночью огневой.";"А. А. Блок. Пушкинскому дому  («Имя Пушкинского Дома…») (11.02.1921)";"А. А. Блок";"1880";"Пушкинскому дому  («Имя Пушкинского Дома…»)";"11.02.1921";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"16";"146";"Наши страстные печали Над таинственной Невой, Как мы черный день встречали Белой ночью огневой.";"d6b56ec5e8b111c1a861acd86cb8cee0:5:11"
" хищудярг йенд илаверзорП ,намбо йыннемервоктарК хищутенг";"ениС";"гнетущих Кратковременный обман, Прозревали дней грядущих";"Сине";"-";"розовый туман.";"А. А. Блок. Пушкинскому дому  («Имя Пушкинского Дома…») (11.02.1921)";"А. А. Блок";"1880";"Пушкинскому дому  («Имя Пушкинского Дома…»)";"11.02.1921";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"16";"146";"Пропуская дней гнетущих Кратковременный обман, Прозревали дней грядущих Сине-розовый туман.";"d6b56ec5e8b111c1a861acd86cb8cee0:8:8"
"-ениС хищудярг йенд илаверзорП ,намбо йыннемервоктарК";"йывозор";"Кратковременный обман, Прозревали дней грядущих Сине-";"розовый";" ";"туман.";"А. А. Блок. Пушкинскому дому  («Имя Пушкинского Дома…») (11.02.1921)";"А. А. Блок";"1880";"Пушкинскому дому  («Имя Пушкинского Дома…»)";"11.02.1921";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"16";"146";"Пропуская дней гнетущих Кратковременный обман, Прозревали дней грядущих Сине-розовый туман.";"d6b56ec5e8b111c1a861acd86cb8cee0:8:9"
" С ,умьт юунчон в ядохУ атаказ";"йолеб";"заката Уходя в ночную тьму, С";"белой";" ";"площади Сената Тихо кланяюсь ему.  11 февраля 1921";"А. А. Блок. Пушкинскому дому  («Имя Пушкинского Дома…») (11.02.1921)";"А. А. Блок";"1880";"Пушкинскому дому  («Имя Пушкинского Дома…»)";"11.02.1921";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"16";"146";"Вот зачем, в часы заката Уходя в ночную тьму, С белой площади Сената Тихо кланяюсь ему.  11 февраля 1921";"d6b56ec5e8b111c1a861acd86cb8cee0:15:10"
" ,анся ,амас А ,йоговерт огонлоп ,яроМ";"анйокопс";"Моря, полного тревогой, А сама, ясна,";"спокойна";", ";"Голубой идет дорогой, ―";"А. А. Блок. «Как луна дрожит на лоне…» (29.01.1921)";"А. А. Блок";"1880";"«Как луна дрожит на лоне…»";"29.01.1921";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"2";"33";"Как луна дрожит на лоне Моря, полного тревогой, А сама, ясна, спокойна, Голубой идет дорогой, ―";"80f7a679dda0c08d9e41ed481f2c3718:0:11"
" ,анйокопс ,анся ,амас А ,йоговерт огонлоп";"йобулоГ";"полного тревогой, А сама, ясна, спокойна,";"Голубой";" ";"идет дорогой, ―";"А. А. Блок. «Как луна дрожит на лоне…» (29.01.1921)";"А. А. Блок";"1880";"«Как луна дрожит на лоне…»";"29.01.1921";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"2";"33";"Как луна дрожит на лоне Моря, полного тревогой, А сама, ясна, спокойна, Голубой идет дорогой, ―";"80f7a679dda0c08d9e41ed481f2c3718:0:12"
" ,яамибюл ,каТ";"анйокопс";"Так, любимая,";"спокойна";" ";"И ясна твоя дорога, Но дрожит";"А. А. Блок. «Как луна дрожит на лоне…» (29.01.1921)";"А. А. Блок";"1880";"«Как луна дрожит на лоне…»";"29.01.1921";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"2";"33";"Так, любимая, спокойна И ясна твоя дорога, Но дрожит твой образ в сердце Потому что в нем тревога.  29 января 1921";"80f7a679dda0c08d9e41ed481f2c3718:1:2"
" ьброкс и ,аньлачеп ьтсодар И ,ызелс";"алтевс";"слезы, И радость печальна, и скорбь";"светла";", ";"Проснулись забытые грезы.";"А. А. Блок. «Я в старом сказочном лесу…» (06.11.1920)";"А. А. Блок";"1880";"«Я в старом сказочном лесу…»";"06.11.1920";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"23";"219";"Любовь, мучение любви, В той песне смех и слезы, И радость печальна, и скорбь светла, Проснулись забытые грезы.";"ec51e1c5205056c223d1586ad90188e3:5:14"
" розв меимузеБ ленемалП ";"йынтевцсеб";"Пламенел Безумием взор";"бесцветный";"; ";"Манил извив застывших губ Улыбкой едва";"А. А. Блок. «Я в старом сказочном лесу…» (06.11.1920)";"А. А. Блок";"1880";"«Я в старом сказочном лесу…»";"06.11.1920";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"23";"219";"Пламенел Безумием взор бесцветный; Манил извив застывших губ Улыбкой едва заметной.";"ec51e1c5205056c223d1586ad90188e3:10:3"
"";"йындолоХ";"";"Холодный";" ";"мрамор стал живым, Проникся стоном камень";"А. А. Блок. «Я в старом сказочном лесу…» (06.11.1920)";"А. А. Блок";"1880";"«Я в старом сказочном лесу…»";"06.11.1920";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"23";"219";"Холодный мрамор стал живым, Проникся стоном камень ― Он с жадной алчностью впивал Моих лобзаний пламень.";"ec51e1c5205056c223d1586ad90188e3:12:0"
"« ЕКИНРОБС АН ИСИПДАН ЕВД ";"ЕОДЕС";"ДВЕ НАДПИСИ НА СБОРНИКЕ «";"СЕДОЕ";" ";"УТРО»";"А. А. Блок. «Вы предназначены не мне…» [Две надписи на сборнике «Седое утро», 1] (23.10.1920)";"А. А. Блок";"1880";"«Вы предназначены не мне…»";"23.10.1920";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"7";"79";"ДВЕ НАДПИСИ НА СБОРНИКЕ «СЕДОЕ УТРО» 1";"45efcbb00b868ce9285ac39340e9c447:0:4"
" ― евед И ,наеко ― унатипак И ,гачо";"йывозор";"очаг, И капитану ― океан, И деве ―";"розовый";" ";"туман…";"А. А. Блок. «Вы предназначены не мне…» [Две надписи на сборнике «Седое утро», 1] (23.10.1920)";"А. А. Блок";"1880";"«Вы предназначены не мне…»";"23.10.1920";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"7";"79";"Бывает сон ― всю ночь один: Так видит Даму паладин, Так раненому снится враг, Изгнаннику ― родной очаг, И капитану ― океан, И деве ― розовый туман…";"45efcbb00b868ce9285ac39340e9c447:4:21"
" укмыд ичон ледив отК";"юубулог";"Кто видел ночи дымку";"голубую";", ";"Над садом разлитой вечерний свет, И";"А. А. Блок. Монолог Изумруда  («Ваш умный спор, синьоры, бесполезен…») [Рваный плащ, 2] (1919)";"А. А. Блок";"1880";"Монолог Изумруда  («Ваш умный спор, синьоры, бесполезен…»)";"1919";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"11";"101";"Кто видел ночи дымку голубую, Над садом разлитой вечерний свет, И был в душе взволнован, тот поэт.";"997ddd0d7d1240300ad39515ab0678a6:7:4"
" орп тюоП";"юунелез";"Поют про";"зеленую";" ";"иву…";"А. А. Блок. Песенка Дездемоны  («В тени сикоморы душа, изнывая…») (1919)";"А. А. Блок";"1880";"Песенка Дездемоны  («В тени сикоморы душа, изнывая…»)";"1919";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"22";"110";"В тени сикоморы душа, изнывая… Поют про зеленую иву… Рука на груди, на коленях другая…";"412151ae7cf260693ce8171378f617f2:3:2"
" орп тюоП";"юунелез";"Поют про";"зеленую";" ";"иву, про иву, про иву…";"А. А. Блок. Песенка Дездемоны  («В тени сикоморы душа, изнывая…») (1919)";"А. А. Блок";"1880";"Песенка Дездемоны  («В тени сикоморы душа, изнывая…»)";"1919";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"22";"110";"Поют про зеленую иву, про иву, про иву…";"412151ae7cf260693ce8171378f617f2:5:2"
" орп тюоП";"юунелез";"Поют про";"зеленую";" ";"иву, про иву, про иву…";"А. А. Блок. Песенка Дездемоны  («В тени сикоморы душа, изнывая…») (1919)";"А. А. Блок";"1880";"Песенка Дездемоны  («В тени сикоморы душа, изнывая…»)";"1919";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"22";"110";"Поют про зеленую иву, про иву, про иву…";"412151ae7cf260693ce8171378f617f2:7:2"
" орп тюоП";"юунелез";"Поют про";"зеленую";" ";"иву, про иву, про иву…";"А. А. Блок. Песенка Дездемоны  («В тени сикоморы душа, изнывая…») (1919)";"А. А. Блок";"1880";"Песенка Дездемоны  («В тени сикоморы душа, изнывая…»)";"1919";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"22";"110";"Поют про зеленую иву, про иву, про иву…";"412151ae7cf260693ce8171378f617f2:10:2"
" ― енм ано ,уви орп ,уви орП";"йынелез";"Про иву, про иву, она мне ―";"зеленый";" ";"венок.";"А. А. Блок. Песенка Дездемоны  («В тени сикоморы душа, изнывая…») (1919)";"А. А. Блок";"1880";"Песенка Дездемоны  («В тени сикоморы душа, изнывая…»)";"1919";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"22";"110";"Про иву, про иву, она мне ― зеленый венок.";"412151ae7cf260693ce8171378f617f2:12:6"
" орп тюоП";"юунелез";"Поют про";"зеленую";" ";"иву, про иву, про иву…";"А. А. Блок. Песенка Дездемоны  («В тени сикоморы душа, изнывая…») (1919)";"А. А. Блок";"1880";"Песенка Дездемоны  («В тени сикоморы душа, изнывая…»)";"1919";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"22";"110";"Поют про зеленую иву, про иву, про иву…";"412151ae7cf260693ce8171378f617f2:20:2"
" в зарбо йинверД …";"йонмет";"… Древний образ в";"темной";" ";"раке, Перед ним подлец во фраке";"А. А. Блок. Русский бред  («Зачинайся, русский бред…») (1918-1919)";"А. А. Блок";"1880";"Русский бред  («Зачинайся, русский бред…»)";"1918-1919";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"8";"85";"… Древний образ в темной раке, Перед ним подлец во фраке, В лентах, звездах и крестах…";"d55063ac8cf87e7931c229e19a8f3a74:2:3"
" азохранвоС ешьлад еж едГ ― ,кодорог яслитарверП";"йобулоГ";"Превратился городок, ― Где же дальше Совнархоза";"Голубой";" ";"искать цветок?";"А. А. Блок. Стихи о предметах первой необходимости  («Нет, клянусь, довольно Роза…») (06.12.1919)";"А. А. Блок";"1880";"Стихи о предметах первой необходимости  («Нет, клянусь, довольно Роза…»)";"06.12.1919";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"11";"180";"Прекращен трамвайный ток, Ввоза, вывоза, подвоза ― Ни на юг, ни на восток, В свалку всякого навоза Превратился городок, ― Где же дальше Совнархоза Голубой искать цветок?";"5bff7dfef26cb08c6ebe1be60ff86015:5:22"
" в ,ежоБ";"еынреч";"Боже, в";"черные";" ";"ночи и дни Ты храни жениха";"А. А. Блок. Ария невесты  («Я живу в отдаленном скиту…») [На поле Куликовом. Текст для кантаты, 2] (03.11.1919-14.11.1919)";"А. А. Блок";"1880";"Ария невесты  («Я живу в отдаленном скиту…»)";"03.11.1919-14.11.1919";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"8";"84";"Боже, в черные ночи и дни Ты храни жениха моего, Упаси ты от вражьей стрелы, Сохрани ты от сабли его…  3 ― 14 ноября 1919";"32a958de53673923d79deff7a31db6d3:7:2"
" ,акжят ялмеЗ";"анреч";"Земля тяжка,";"черна";", ";"пусты поля…";"А. А. Блок. Хор татар  («Идут века…») [На поле Куликовом. Текст для кантаты, 1] (03.11.1919-14.11.1919)";"А. А. Блок";"1880";"Хор татар  («Идут века…»)";"03.11.1919-14.11.1919";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"14";"78";"Бежит река… Земля тяжка, черна, пусты поля… Шумят пиры…";"9ea96975b11e29fba43fb04203ec3773:5:2"
"";"йынреЧ";"";"Черный";" ";"вечер, Белый снег.";"А. А. Блок. Двенадцать, 1  («Черный вечер…») [Двенадцать, 1] (1918)";"А. А. Блок";"1880";"Двенадцать, 1  («Черный вечер…»)";"1918";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"50";"243";"1 Черный вечер, Белый снег. Ветер, ветер На ногах не стоит человек.";"e6d13cd0a70c44493c17a593d0a687e1:2:0"
" ,речев йынреЧ";"йылеБ";"Черный вечер,";"Белый";" ";"снег.";"А. А. Блок. Двенадцать, 1  («Черный вечер…») [Двенадцать, 1] (1918)";"А. А. Блок";"1880";"Двенадцать, 1  («Черный вечер…»)";"1918";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"50";"243";"1 Черный вечер, Белый снег. Ветер, ветер На ногах не стоит человек.";"e6d13cd0a70c44493c17a593d0a687e1:2:2"
" ретев теавиваЗ";"йылеБ";"Завивает ветер";"Белый";" ";"снежок.";"А. А. Блок. Двенадцать, 1  («Черный вечер…») [Двенадцать, 1] (1918)";"А. А. Блок";"1880";"Двенадцать, 1  («Черный вечер…»)";"1918";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"50";"243";"Ветер, ветер ― На всем божьем свете! Завивает ветер Белый снежок. Под снежком ― ледок.";"e6d13cd0a70c44493c17a593d0a687e1:5:2"
"";"еонреЧ";"";"Черное";", ";"черное небо.";"А. А. Блок. Двенадцать, 1  («Черный вечер…») [Двенадцать, 1] (1918)";"А. А. Блок";"1880";"Двенадцать, 1  («Черный вечер…»)";"1918";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"50";"243";"Проходи! Черное, черное небо.";"e6d13cd0a70c44493c17a593d0a687e1:45:0"
" ,еонреЧ";"еонреч";"Черное,";"черное";" ";"небо.";"А. А. Блок. Двенадцать, 1  («Черный вечер…») [Двенадцать, 1] (1918)";"А. А. Блок";"1880";"Двенадцать, 1  («Черный вечер…»)";"1918";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"50";"243";"Проходи! Черное, черное небо.";"e6d13cd0a70c44493c17a593d0a687e1:45:1"
"";"яанреЧ";"";"Черная";" ";"злоба, святая злоба…";"А. А. Блок. Двенадцать, 1  («Черный вечер…») [Двенадцать, 1] (1918)";"А. А. Блок";"1880";"Двенадцать, 1  («Черный вечер…»)";"1918";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"50";"243";"Злоба, грустная злоба Кипит в груди… Черная злоба, святая злоба… Товарищ!";"e6d13cd0a70c44493c17a593d0a687e1:47:0"
" сапу ябет огеч тО";"йотолоЗ";"От чего тебя упас";"Золотой";" ";"иконостас?";"А. А. Блок. Двенадцать, 10  («Разыгралась чтой-то вьюга…») [Двенадцать, 10] (1918)";"А. А. Блок";"1880";"Двенадцать, 10  («Разыгралась чтой-то вьюга…»)";"1918";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"12";"63";"Эй, не завирайся! От чего тебя упас Золотой иконостас? Бессознательный ты, право, Рассуди, подумай здраво ― Али руки не в крови Из-за Катькиной любви?";"507ba58193cc382188e75e12a1907a47:7:4"
" икчовотнив хИ";"еыньлатс";"Их винтовочки";"стальные";" ";"На незримого врага…";"А. А. Блок. Двенадцать, 11  («...И идут без имени святого…») [Двенадцать, 11] (1918)";"А. А. Блок";"1880";"Двенадцать, 11  («...И идут без имени святого…»)";"1918";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"11";"61";"Ко всему готовы, Ничего не жаль… Их винтовочки стальные На незримого врага… В переулочки глухие, Где одна пылит пурга…";"5396ba38c880094f60d6536fe9864f3c:3:2"
" ястеьб ичо В";"йынсарК";"В очи бьется";"Красный";" ";"флаг.";"А. А. Блок. Двенадцать, 11  («...И идут без имени святого…») [Двенадцать, 11] (1918)";"А. А. Блок";"1880";"Двенадцать, 11  («...И идут без имени святого…»)";"1918";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"11";"61";"Да в сугробы пуховые ― Не утянешь сапога… В очи бьется Красный флаг. Раздается Мерный шаг.";"5396ba38c880094f60d6536fe9864f3c:6:3"
" с ретев ― отЭ";"мынсарк";"Это ― ветер с";"красным";" ";"флагом Разыгрался впереди…";"А. А. Блок. Двенадцать, 12  («...Вдаль идут державным шагом…») [Двенадцать, 12] (1918)";"А. А. Блок";"1880";"Двенадцать, 12  («...Вдаль идут державным шагом…»)";"1918";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"22";"140";"Это ― ветер с красным флагом Разыгрался впереди…";"2aabf69eebaff669d423dd8670f9a2d7:4:3"
" боргус ― идерепВ";"йындолох";"Впереди ― сугроб";"холодный";", ― ";"Кто в сугробе ― выходи!..";"А. А. Блок. Двенадцать, 12  («...Вдаль идут державным шагом…») [Двенадцать, 12] (1918)";"А. А. Блок";"1880";"Двенадцать, 12  («...Вдаль идут державным шагом…»)";"1918";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"22";"140";"Впереди ― сугроб холодный, ― Кто в сугробе ― выходи!..";"2aabf69eebaff669d423dd8670f9a2d7:5:2"
" сеП ― театсто ен ― лаждоп тсовХ ― йындолог";"йындолох";"голодный ― Хвост поджал ― не отстает ― Пес";"холодный";" ― ";"пес безродный…";"А. А. Блок. Двенадцать, 12  («...Вдаль идут державным шагом…») [Двенадцать, 12] (1918)";"А. А. Блок";"1880";"Двенадцать, 12  («...Вдаль идут державным шагом…»)";"1918";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"22";"140";"… Скалит зубы ― волк голодный ― Хвост поджал ― не отстает ― Пес холодный ― пес безродный…";"2aabf69eebaff669d423dd8670f9a2d7:9:9"
" тешам мат отК ― ";"мынсарк";"― Кто там машет";"красным";" ";"флагом?";"А. А. Блок. Двенадцать, 12  («...Вдаль идут державным шагом…») [Двенадцать, 12] (1918)";"А. А. Блок";"1880";"Двенадцать, 12  («...Вдаль идут державным шагом…»)";"1918";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"22";"140";"― Эй, откликнись, кто идет?  ― Кто там машет красным флагом?  ― Приглядись-ка, эка тьма!";"2aabf69eebaff669d423dd8670f9a2d7:11:3"
" ,йонжюьвдан юьпутсоп йонжеН ,мидервен илуп то";"йонженС";"от пули невредим, Нежной поступью надвьюжной,";"Снежной";" ";"россыпью жемчужной, В белом венчике из";"А. А. Блок. Двенадцать, 12  («...Вдаль идут державным шагом…») [Двенадцать, 12] (1918)";"А. А. Блок";"1880";"Двенадцать, 12  («...Вдаль идут державным шагом…»)";"1918";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"22";"140";"… Так идут державным шагом ― Позади ― голодный пес, Впереди с кровавым флагом, И за вьюгой невиди́м, И от пули невредим, Нежной поступью надвьюжной, Снежной россыпью жемчужной, В белом венчике из роз ― Впереди ― Исус Христос.  Январь 1918";"2aabf69eebaff669d423dd8670f9a2d7:21:22"
