"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Audience_age";"Sentences";"Words";"Full context";"Example source"
" И ежилбоп ястедйан ,тежоМ";"ечря";"Может, найдется поближе И";"ярче";" ";"огонь Трубку морскую раздуть?";"В. В. Хлебников. «Белые крылья сломав…» [Тиран без Т, 2] (1921-1922)";"В. В. Хлебников";"1885";"«Белые крылья сломав…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"17";"114";"Может, найдется поближе И ярче огонь Трубку морскую раздуть?";"3887124ab509173c8a7d5bfc53c20d5c:13:4"
"";"еылА";"";"Алые";" ";"сады ― моя кровь, Белые горы ― крылья.";"В. В. Хлебников. «Белые крылья сломав…» [Тиран без Т, 2] (1921-1922)";"В. В. Хлебников";"1885";"«Белые крылья сломав…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"17";"114";"Алые сады ― моя кровь, Белые горы ― крылья.";"3887124ab509173c8a7d5bfc53c20d5c:15:0"
" ,ьворк яом ― ыдас еылА";"еылеБ";"Алые сады ― моя кровь,";"Белые";" ";"горы ― крылья.";"В. В. Хлебников. «Белые крылья сломав…» [Тиран без Т, 2] (1921-1922)";"В. В. Хлебников";"1885";"«Белые крылья сломав…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"17";"114";"Алые сады ― моя кровь, Белые горы ― крылья.";"3887124ab509173c8a7d5bfc53c20d5c:15:4"
"";"еынреЧ";"";"Черные";" ";"вишни-соблазны на удочке тянут голодных";"В. В. Хлебников. «Булыжники собраны в круг…» [Тиран без Т, 16] (1921-1922)";"В. В. Хлебников";"1885";"«Булыжники собраны в круг…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"26";"258";"Черные вишни-соблазны на удочке тянут голодных глаза.";"395334d29550e2be52c4d5baacaa4e62:6:0"
" учут йобос дан ламыдоП ,мобирг мытазуп";"юунелез";"пузатым грибом, Подымал над собой тучу";"зеленую";" ";"листьев и веток, Зеленую шапку, Градом";"В. В. Хлебников. «Булыжники собраны в круг…» [Тиран без Т, 16] (1921-1922)";"В. В. Хлебников";"1885";"«Булыжники собраны в круг…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"26";"258";"Брюхом широким ствол (шире коня поперек), Пузырясь, пузатым грибом, Подымал над собой тучу зеленую листьев и веток, Зеленую шапку, Градом ветвей стекая к корням, С ними сливаясь в узлы Ячеями сети огромной.";"395334d29550e2be52c4d5baacaa4e62:11:13"
" ,котев и веьтсил юунелез учут йобос";"юунелеЗ";"собой тучу зеленую листьев и веток,";"Зеленую";" ";"шапку, Градом ветвей стекая к корням";"В. В. Хлебников. «Булыжники собраны в круг…» [Тиран без Т, 16] (1921-1922)";"В. В. Хлебников";"1885";"«Булыжники собраны в круг…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"26";"258";"Брюхом широким ствол (шире коня поперек), Пузырясь, пузатым грибом, Подымал над собой тучу зеленую листьев и веток, Зеленую шапку, Градом ветвей стекая к корням, С ними сливаясь в узлы Ячеями сети огромной.";"395334d29550e2be52c4d5baacaa4e62:11:17"
" еоротв теад енилоД ,еорт ястучярпс едг";"еонелез";"где спрячутся трое, Долине дает второе";"зеленое";" ";"небо, ― Кольца ячей в 4 [четыре]";"В. В. Хлебников. «Булыжники собраны в круг…» [Тиран без Т, 16] (1921-1922)";"В. В. Хлебников";"1885";"«Булыжники собраны в круг…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"26";"258";"Ствол пучится брюхом, где спрячутся трое, Долине дает второе зеленое небо, ― Кольца ячей в 4 [четыре] узла.";"395334d29550e2be52c4d5baacaa4e62:17:9"
"";"еылеБ";"";"Белые";" ";"кони (лебеди снега и спеси) паслися";"В. В. Хлебников. «Булыжники собраны в круг…» [Тиран без Т, 16] (1921-1922)";"В. В. Хлебников";"1885";"«Булыжники собраны в круг…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"26";"258";"Белые кони (лебеди снега и спеси) паслися на лужайке оседланы «Ты наше дитю!";"395334d29550e2be52c4d5baacaa4e62:19:0"
" енартс йотэ В";"хылА";"В этой стране";"Алых";" ";"чернил взаймы у крови ― дружеский долг";"В. В. Хлебников. «Весна морю дает…» [Тиран без Т, 12] (1921-1922)";"В. В. Хлебников";"1885";"«Весна морю дает…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"20";"208";"В этой стране Алых чернил взаймы у крови ― дружеский долг ― Время берет около Троицы, Когда алым пухом Алеют леса-недотроги, Зеленой нежной ресницей широкие.";"0de652d1ca4c3963d2adcc029432d691:12:3"
" адгоК ,ыциорТ олоко тереб ямерВ ― глод";"мыла";"долг ― Время берет около Троицы, Когда";"алым";" ";"пухом Алеют леса-недотроги, Зеленой нежной";"В. В. Хлебников. «Весна морю дает…» [Тиран без Т, 12] (1921-1922)";"В. В. Хлебников";"1885";"«Весна морю дает…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"20";"208";"В этой стране Алых чернил взаймы у крови ― дружеский долг ― Время берет около Троицы, Когда алым пухом Алеют леса-недотроги, Зеленой нежной ресницей широкие.";"0de652d1ca4c3963d2adcc029432d691:12:15"
" ,игортоден-асел тюелА мохуп мыла адгоК";"йонелеЗ";"Когда алым пухом Алеют леса-недотроги,";"Зеленой";" ";"нежной ресницей широкие.";"В. В. Хлебников. «Весна морю дает…» [Тиран без Т, 12] (1921-1922)";"В. В. Хлебников";"1885";"«Весна морю дает…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"20";"208";"В этой стране Алых чернил взаймы у крови ― дружеский долг ― Время берет около Троицы, Когда алым пухом Алеют леса-недотроги, Зеленой нежной ресницей широкие.";"0de652d1ca4c3963d2adcc029432d691:12:20"
" енм ьтыб ястечох ,уверед ястипрет еН";"мынелеЗ";"Не терпится дереву, хочется быть мне";"Зеленым";" ";"знаменем пророка, Но пятна кровавые Троицы";"В. В. Хлебников. «Весна морю дает…» [Тиран без Т, 12] (1921-1922)";"В. В. Хлебников";"1885";"«Весна морю дает…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"20";"208";"Не терпится дереву, хочется быть мне Зеленым знаменем пророка, Но пятна кровавые Троицы Еще не засохли.";"0de652d1ca4c3963d2adcc029432d691:13:6"
" яьреП";"еынелез";"Перья";"зеленые";" ― ";"ветки ее ― лебедей стая плавает по";"В. В. Хлебников. «Весна морю дает…» [Тиран без Т, 12] (1921-1922)";"В. В. Хлебников";"1885";"«Весна морю дает…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"20";"208";"Перья зеленые ― ветки ее ― лебедей стая плавает по воздуху.";"0de652d1ca4c3963d2adcc029432d691:14:1"
" И";"еытолоз";"И";"золотые";" ";"чернила весны В закат опрокинуты, в";"В. В. Хлебников. «Весна морю дает…» [Тиран без Т, 12] (1921-1922)";"В. В. Хлебников";"1885";"«Весна морю дает…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"20";"208";"И золотые чернила весны В закат опрокинуты, в немилости, И малиновый лес Сменяет зеленый.";"0de652d1ca4c3963d2adcc029432d691:15:1"
" теянемС сел йывонилам И ,итсолимен в";"йынелез";"в немилости, И малиновый лес Сменяет";"зеленый";".  ";"";"В. В. Хлебников. «Весна морю дает…» [Тиран без Т, 12] (1921-1922)";"В. В. Хлебников";"1885";"«Весна морю дает…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"20";"208";"И золотые чернила весны В закат опрокинуты, в немилости, И малиновый лес Сменяет зеленый.";"0de652d1ca4c3963d2adcc029432d691:15:13"
" ан ынелтачепаз ател еываворк ыцьлаП ,ьтыб";"хынелез";"быть, Пальцы кровавые лета запечатлены на";"зеленых";" ";"листах <Когда недотрогу неженку-розу беру";"В. В. Хлебников. «Весна морю дает…» [Тиран без Т, 12] (1921-1922)";"В. В. Хлебников";"1885";"«Весна морю дает…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"20";"208";"И дереву ― знаменем быть, Пальцы кровавые лета запечатлены на зеленых листах <Когда недотрогу неженку-розу беру знаменем>.";"0de652d1ca4c3963d2adcc029432d691:19:9"
" ишоксор ирдуК";"йенис";"Кудри роскоши";"синей";", ";"Дикие болота царевичи, Синие негою, Золото";"В. В. Хлебников. «Вечерний рынок…» [Тиран без Т, 8] (1921-1922)";"В. В. Хлебников";"1885";"«Вечерний рынок…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"19";"139";"Кудри роскоши синей, Дикие болота царевичи, Синие негою, Золото масла ― крышей покрыли, Чтобы в ней жили глаз воробьи, Для ласточек щебечущих глаз (Масла ― коровьего вымени белых небес, снега и инея).";"db7dc6f1f7c11098fc19328a7d1eeb5a:6:2"
" ,ичиверац атолоб еикиД ,йенис ишоксор ирдуК";"еиниС";"Кудри роскоши синей, Дикие болота царевичи,";"Синие";" ";"негою, Золото масла ― крышей покрыли, Чтобы";"В. В. Хлебников. «Вечерний рынок…» [Тиран без Т, 8] (1921-1922)";"В. В. Хлебников";"1885";"«Вечерний рынок…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"19";"139";"Кудри роскоши синей, Дикие болота царевичи, Синие негою, Золото масла ― крышей покрыли, Чтобы в ней жили глаз воробьи, Для ласточек щебечущих глаз (Масла ― коровьего вымени белых небес, снега и инея).";"db7dc6f1f7c11098fc19328a7d1eeb5a:6:6"
" инемыв огеьворок ― алсаМ( залг хищучебещ кечотсал";"хылеб";"ласточек щебечущих глаз (Масла ― коровьего вымени";"белых";" ";"небес, снега и инея).";"В. В. Хлебников. «Вечерний рынок…» [Тиран без Т, 8] (1921-1922)";"В. В. Хлебников";"1885";"«Вечерний рынок…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"19";"139";"Кудри роскоши синей, Дикие болота царевичи, Синие негою, Золото масла ― крышей покрыли, Чтобы в ней жили глаз воробьи, Для ласточек щебечущих глаз (Масла ― коровьего вымени белых небес, снега и инея).";"db7dc6f1f7c11098fc19328a7d1eeb5a:6:25"
" вонишвук ижелаз И";"хыбулог";"И залежи кувшинов";"голубых";" ― ";"Как камнеломни синевы, Здесь свалка неба";"В. В. Хлебников. «Вечерний рынок…» [Тиран без Т, 8] (1921-1922)";"В. В. Хлебников";"1885";"«Вечерний рынок…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"19";"139";"И залежи кувшинов голубых ― Как камнеломни синевы, Здесь свалка неба голубого, Чей камень полон синевы.";"db7dc6f1f7c11098fc19328a7d1eeb5a:14:3"
" абен аклавс ьседЗ ,ывенис инмоленмак каК";"огобулог";"Как камнеломни синевы, Здесь свалка неба";"голубого";", ";"Чей камень полон синевы.";"В. В. Хлебников. «Вечерний рынок…» [Тиран без Т, 8] (1921-1922)";"В. В. Хлебников";"1885";"«Вечерний рынок…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"19";"139";"И залежи кувшинов голубых ― Как камнеломни синевы, Здесь свалка неба голубого, Чей камень полон синевы.";"db7dc6f1f7c11098fc19328a7d1eeb5a:14:10"
"";"еынелеЗ";"";"Зеленые";" ";"куры, красных яиц скорлупа.";"В. В. Хлебников. «Вечерний рынок…» [Тиран без Т, 8] (1921-1922)";"В. В. Хлебников";"1885";"«Вечерний рынок…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"19";"139";"Слышу «Дубинушку» в пении неба, Иль бурлак небо волочит на землю? Зеленые куры, красных яиц скорлупа.";"db7dc6f1f7c11098fc19328a7d1eeb5a:16:0"
" ,ырук еынелеЗ";"хынсарк";"Зеленые куры,";"красных";" ";"яиц скорлупа.";"В. В. Хлебников. «Вечерний рынок…» [Тиран без Т, 8] (1921-1922)";"В. В. Хлебников";"1885";"«Вечерний рынок…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"19";"139";"Слышу «Дубинушку» в пении неба, Иль бурлак небо волочит на землю? Зеленые куры, красных яиц скорлупа.";"db7dc6f1f7c11098fc19328a7d1eeb5a:16:2"
" хяирашулоп в И";"хынреч";"И в полушариях";"черных";", ";"как черепа, Блистает глазами толпа, В";"В. В. Хлебников. «Вечерний рынок…» [Тиран без Т, 8] (1921-1922)";"В. В. Хлебников";"1885";"«Вечерний рынок…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"19";"139";"И в полушариях черных, как черепа, Блистает глазами толпа, В четки стуча, Из улицы темной: «Русски не знаем, Зидарастуй, табарича».";"db7dc6f1f7c11098fc19328a7d1eeb5a:17:3"
" ыцилу зИ ,ачутс иктеч В ,аплот";"йонмет";"толпа, В четки стуча, Из улицы";"темной";": «";"Русски не знаем, Зидарастуй, табарича».";"В. В. Хлебников. «Вечерний рынок…» [Тиран без Т, 8] (1921-1922)";"В. В. Хлебников";"1885";"«Вечерний рынок…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"19";"139";"И в полушариях черных, как черепа, Блистает глазами толпа, В четки стуча, Из улицы темной: «Русски не знаем, Зидарастуй, табарича».";"db7dc6f1f7c11098fc19328a7d1eeb5a:17:14"
" ыничвО ,ьжетсан ыбуШ ,яаншапокур восеЛ";"еынелез";"Лесов рукопашная, Шубы настежь, Овчины";"зеленые";", ";"Падают боги камней Игрою размеров.";"В. В. Хлебников. «Вечерний рынок…» [Тиран без Т, 8] (1921-1922)";"В. В. Хлебников";"1885";"«Вечерний рынок…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"19";"139";"Лесов рукопашная, Шубы настежь, Овчины зеленые, Падают боги камней Игрою размеров.";"db7dc6f1f7c11098fc19328a7d1eeb5a:18:5"
" хянвораж В залг хишьлоб икбылу тукеп";"хынмет";"пекут улыбки больших глаз В жаровнях";"темных";" ";"ресниц И со смехом дают случайным";"В. В. Хлебников. «Дети пекут улыбки больших глаз…» [Тиран без Т, 9] (1921-1922)";"В. В. Хлебников";"1885";"«Дети пекут улыбки больших глаз…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"12";"89";"Дети пекут улыбки больших глаз В жаровнях темных ресниц И со смехом дают случайным прохожим Калека-мальчик руки-нити Тянул к прохожим по-паучьи у мечети.";"09a810ce60459e1cc64b057892a48802:1:7"
" С мыннатачепаз мониВ";"йолеб";"Вином запечатанным С";"белой";" ";"головкой над черным стеклом Жены черные";"В. В. Хлебников. «Дети пекут улыбки больших глаз…» [Тиран без Т, 9] (1921-1922)";"В. В. Хлебников";"1885";"«Дети пекут улыбки больших глаз…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"12";"89";"Вином запечатанным С белой головкой над черным стеклом Жены черные шли.";"09a810ce60459e1cc64b057892a48802:2:3"
" дан йокволог йолеб С мыннатачепаз мониВ";"мынреч";"Вином запечатанным С белой головкой над";"черным";" ";"стеклом Жены черные шли.";"В. В. Хлебников. «Дети пекут улыбки больших глаз…» [Тиран без Т, 9] (1921-1922)";"В. В. Хлебников";"1885";"«Дети пекут улыбки больших глаз…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"12";"89";"Вином запечатанным С белой головкой над черным стеклом Жены черные шли.";"09a810ce60459e1cc64b057892a48802:2:6"
" ынеЖ молкетс мынреч дан йокволог йолеб";"еынреч";"белой головкой над черным стеклом Жены";"черные";" ";"шли.";"В. В. Хлебников. «Дети пекут улыбки больших глаз…» [Тиран без Т, 9] (1921-1922)";"В. В. Хлебников";"1885";"«Дети пекут улыбки больших глаз…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"12";"89";"Вином запечатанным С белой головкой над черным стеклом Жены черные шли.";"09a810ce60459e1cc64b057892a48802:2:9"
" хынтселерп-опулг ,залг хыннагупси-онтовиЖ авинго";"юонреч";"огнива Животно-испуганных глаз, глупо-прелестных";"черною";" ";"прелестью, Под покрывалом, От страха спасителем.";"В. В. Хлебников. «Дети пекут улыбки больших глаз…» [Тиран без Т, 9] (1921-1922)";"В. В. Хлебников";"1885";"«Дети пекут улыбки больших глаз…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"12";"89";"Я ― кресало для огнива Животно-испуганных глаз, глупо-прелестных черною прелестью, Под покрывалом, От страха спасителем.";"09a810ce60459e1cc64b057892a48802:5:9"
" ,иктохач йоньлетремС";"йолеБ";"Смертельной чахотки,";"Белой";" ";"чахотки Забрала белеют у черных теней.";"В. В. Хлебников. «Дети пекут улыбки больших глаз…» [Тиран без Т, 9] (1921-1922)";"В. В. Хлебников";"1885";"«Дети пекут улыбки больших глаз…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"12";"89";"Смертельной чахотки, Белой чахотки Забрала белеют у черных теней.";"09a810ce60459e1cc64b057892a48802:6:2"
" у тюелеб аларбаЗ иктохач йолеБ ,иктохач";"хынреч";"чахотки, Белой чахотки Забрала белеют у";"черных";" ";"теней.";"В. В. Хлебников. «Дети пекут улыбки больших глаз…» [Тиран без Т, 9] (1921-1922)";"В. В. Хлебников";"1885";"«Дети пекут улыбки больших глаз…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"12";"89";"Смертельной чахотки, Белой чахотки Забрала белеют у черных теней.";"09a810ce60459e1cc64b057892a48802:6:7"
"";"еылеБ";"";"Белые";" ";"прутья на черные тени спускались ― смерти";"В. В. Хлебников. «Дети пекут улыбки больших глаз…» [Тиран без Т, 9] (1921-1922)";"В. В. Хлебников";"1885";"«Дети пекут улыбки больших глаз…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"12";"89";"Белые прутья на черные тени спускались ― смерти решетка Белой, окошка черной темницы, решеткой Женщин идущих.";"09a810ce60459e1cc64b057892a48802:7:0"
" ан яьтурп еылеБ";"еынреч";"Белые прутья на";"черные";" ";"тени спускались ― смерти решетка Белой, окошка";"В. В. Хлебников. «Дети пекут улыбки больших глаз…» [Тиран без Т, 9] (1921-1922)";"В. В. Хлебников";"1885";"«Дети пекут улыбки больших глаз…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"12";"89";"Белые прутья на черные тени спускались ― смерти решетка Белой, окошка черной темницы, решеткой Женщин идущих.";"09a810ce60459e1cc64b057892a48802:7:3"
" актешер итремс ― ьсилаксупс инет еынреч ан";"йолеБ";"на черные тени спускались ― смерти решетка";"Белой";", ";"окошка черной темницы, решеткой Женщин идущих.";"В. В. Хлебников. «Дети пекут улыбки больших глаз…» [Тиран без Т, 9] (1921-1922)";"В. В. Хлебников";"1885";"«Дети пекут улыбки больших глаз…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"12";"89";"Белые прутья на черные тени спускались ― смерти решетка Белой, окошка черной темницы, решеткой Женщин идущих.";"09a810ce60459e1cc64b057892a48802:7:8"
" акшоко ,йолеБ актешер итремс ― ьсилаксупс инет";"йонреч";"тени спускались ― смерти решетка Белой, окошка";"черной";" ";"темницы, решеткой Женщин идущих.";"В. В. Хлебников. «Дети пекут улыбки больших глаз…» [Тиран без Т, 9] (1921-1922)";"В. В. Хлебников";"1885";"«Дети пекут улыбки больших глаз…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"12";"89";"Белые прутья на черные тени спускались ― смерти решетка Белой, окошка черной темницы, решеткой Женщин идущих.";"09a810ce60459e1cc64b057892a48802:7:10"
" котевц ,ыв ынсаркерп ,юанЗ";"огобулог";"Знаю, прекрасны вы, цветок";"голубого";". ";"";"В. В. Хлебников. «Детуся! Если устали глаза быть широкими…» (1921-1922)";"В. В. Хлебников";"1885";"«Детуся! Если устали глаза быть широкими…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"9";"125";"Хочешь, мы будем брат и сестра, Мы ведь в свободной земле свободные люди, Сами законы творим, законов бояться не надо, И лепим глину поступков. Знаю, прекрасны вы, цветок голубого. И мне хорошо и внезапно, Когда говорите про Сочи И нежные ширятся очи.";"54b4bed24813399c4d2868ed8f0c3821:4:4"
" ьтиП ,йовирг юоннилд с киннещявс йытасолов";"еыбулог";"волосатый священник с длинною гривой, Пить";"голубые";" ";"ручьи чистоты, И страшных имен мы";"В. В. Хлебников. «Детуся! Если устали глаза быть широкими…» (1921-1922)";"В. В. Хлебников";"1885";"«Детуся! Если устали глаза быть широкими…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"9";"125";"Просто я буду служить вам обедню, Как волосатый священник с длинною гривой, Пить голубые ручьи чистоты, И страшных имен мы не будем бояться.  13 сентября 1921, начало 1922";"54b4bed24813399c4d2868ed8f0c3821:8:13"
"";"еытолоЗ<";"";"<Золотые";" ";"чирикали птицы На колосе золота.>";"В. В. Хлебников. «Золотые чирикали птицы…» [Тиран без Т, 7] (1921-1922)";"В. В. Хлебников";"1885";"«Золотые чирикали птицы…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"13";"65";"7 <Золотые чирикали птицы На колосе золота.> Смелее, не робь!";"69c767b7c4bb48dab06f7bb51041a15b:1:0"
"";">еы<нелеЗ";"";"Зелен<ые>";" ";"улиц<ы> каменн<ых> зда<ний>, Полк узеньких улиц.";"В. В. Хлебников. «Золотые чирикали птицы…» [Тиран без Т, 7] (1921-1922)";"В. В. Хлебников";"1885";"«Золотые чирикали птицы…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"13";"65";"Зелен<ые> улиц<ы> каменн<ых> зда<ний>, Полк узеньких улиц.";"69c767b7c4bb48dab06f7bb51041a15b:3:0"
" зи яншаб ьшиЛ";"хинис";"Лишь башня из";"синих";" ";"камней <тонкой> березой на темном мосту";"В. В. Хлебников. «Золотые чирикали птицы…» [Тиран без Т, 7] (1921-1922)";"В. В. Хлебников";"1885";"«Золотые чирикали птицы…»";"1921-1922";"художественная";"";"";"";"1987";"книга";"омонимия не снята";"";"13";"65";"Лишь башня из синих камней <тонкой> березой на темном мосту Смотрела Богоматерью и перевязывала ран<ы>.";"69c767b7c4bb48dab06f7bb51041a15b:11:3"
