"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Audience_age";"Sentences";"Words";"Full context";"Example source"
" в отЧ ,уживанен ьлсым юовс от";"мондолох";"то свою мысль ненавижу, Что в";"холодном";" ";"кристалле ее Я вчерашнее счастье свое";"В. Я. Брюсов. «Я за то свою мысль ненавижу…» (17.04.1893)";"В. Я. Брюсов";"1873";"«Я за то свою мысль ненавижу…»";"17.04.1893";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"";"58";"Я за то свою мысль ненавижу, Что в холодном кристалле ее Я вчерашнее счастье свое Беспощадно развенчанным вижу.";"5253bb679b4abb5de432620885865392:0:8"
" в зар оН";"еотолоз";"Но раз в";"золотое";" ";"мгновенье Я высказал тайну свою; Я";"В. Я. Брюсов. «Мы встретились с нею случайно…» (27.04.1893)";"В. Я. Брюсов";"1873";"«Мы встретились с нею случайно…»";"27.04.1893";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"4";"54";"Но раз в золотое мгновенье Я высказал тайну свою; Я видел румянец смущенья, Услышал в ответ я «люблю».";"250cb3a3722c2d0f8b06142248f4ec4e:1:3"
" в риМ ,еонтсартссеб обен еондзевЗ ";"йобулог";"Звездное небо бесстрастное, Мир в";"голубой";" ";"тишине; Тайна во взоре неясная, Тайна";"В. Я. Брюсов. «Звездное небо бесстрастное…» (11.05.1893)";"В. Я. Брюсов";"1873";"«Звездное небо бесстрастное…»";"11.05.1893";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"2";"28";"Звездное небо бесстрастное, Мир в голубой тишине; Тайна во взоре неясная, Тайна, невнятная мне.";"d51e41db84f464bdc79c6534dd6b9d6f:0:5"
"";"йонреЧ";"";"Черной";" ";"полоскою крест Тонет в темнеющем фоне";"В. Я. Брюсов. Вечером перед церковью  («Черной полоскою крест…») (19.06.1893)";"В. Я. Брюсов";"1873";"Вечером перед церковью  («Черной полоскою крест…»)";"19.06.1893";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"6";"44";"Черной полоскою крест Тонет в темнеющем фоне; На голубом небосклоне Сонм зажигается звезд.";"be22da1c6dc80e90a2383f56a4827672:1:0"
" аН ;еноф мещюенмет в теноТ тсерк";"мобулог";"крест Тонет в темнеющем фоне; На";"голубом";" ";"небосклоне Сонм зажигается звезд.";"В. Я. Брюсов. Вечером перед церковью  («Черной полоскою крест…») (19.06.1893)";"В. Я. Брюсов";"1873";"Вечером перед церковью  («Черной полоскою крест…»)";"19.06.1893";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"6";"44";"Черной полоскою крест Тонет в темнеющем фоне; На голубом небосклоне Сонм зажигается звезд.";"be22da1c6dc80e90a2383f56a4827672:1:8"
" ьседЗ ;аджарв яанневонходВ ,еьнабелок йинеровт маТ";"еондолох";"Там творений колебанье, Вдохновенная вражда; Здесь";"холодное";" ";"молчанье, Незнакомая звезда.";"В. Я. Брюсов. «Беспощадною орбитой…» (02.07.1893)";"В. Я. Брюсов";"1873";"«Беспощадною орбитой…»";"02.07.1893";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"";"36";"Там творений колебанье, Вдохновенная вражда; Здесь холодное молчанье, Незнакомая звезда.";"7ac2032d7e90ee582f83ea2c87e3c506:1:6"
" кат ьсалирберес ануЛ";"окря";"Луна серебрилась так";"ярко";", ";"Так зыбко дрожала волна.";"В. Я. Брюсов. «В тиши задремавшего парка…» (06.08.1893)";"В. Я. Брюсов";"1873";"«В тиши задремавшего парка…»";"06.08.1893";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"4";"49";"Луна серебрилась так ярко, Так зыбко дрожала волна.";"989652df21c26230074a584a79c77c3d:1:3"
" ан енм оК йеовт йокволог инкинирП";"юундолох";"Приникни головкой твоей Ко мне на";"холодную";" ";"грудь И дай по плечам отдохнуть";"В. Я. Брюсов. Змеи  («Приникни головкой твоей…») (30.08.1893)";"В. Я. Брюсов";"1873";"Змеи  («Приникни головкой твоей…»)";"30.08.1893";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"4";"48";"Приникни головкой твоей Ко мне на холодную грудь И дай по плечам отдохнуть Извилистым змеям кудрей.";"cdf936bf9dfcce1685aa3b77be72f473:1:6"
" С ытевц узинв А ,ытсерк илсороП";"йонсарк";"Поросли кресты, А внизу цветы С";"красной";" ";"земляникой.";"В. Я. Брюсов. «Мрачной повиликой…» (22.10.1893)";"В. Я. Брюсов";"1873";"«Мрачной повиликой…»";"22.10.1893";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"";"33";"Мрачной повиликой Поросли кресты, А внизу цветы С красной земляникой.";"4432aab6e3a7b4da4b6938587c5073a2:0:8"
" зереЧ ,йынняретаз итуп в ,уди ьтсуП";"йынмет";"Пусть иду, в пути затерянный, Через";"темный";", ";"страшный луг.";"В. Я. Брюсов. Уныние  («Сердце, полное унынием…») (24.10.1893)";"В. Я. Брюсов";"1873";"Уныние  («Сердце, полное унынием…»)";"24.10.1893";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"4";"46";"Пусть во мраке неуверенном Плачут призраки вокруг, Пусть иду, в пути затерянный, Через темный, страшный луг.";"9b9bd8141b3a55b28aae7295fc593093:2:13"
" кувзто ― ыт каК ,ыт как ,мыннивен";"огонрузал";"невинным, как ты, Как ты ― отзвук";"лазурного";" ";"эхо! ―";"В. Я. Брюсов. Мечта  («О, если б я мог быть невинным, как ты…») (1894)";"В. Я. Брюсов";"1873";"Мечта  («О, если б я мог быть невинным, как ты…»)";"1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"70";"О, если б я мог быть невинным, как ты, Как ты ― отзвук лазурного эхо! ―";"28b8cb9849ee658a522defafc3c2ee66:1:12"
" в б илагеБ ,модас мыннещупаз ьсяаджалсаН";"хынмет";"Наслаждаясь запущенным садом, Бегали б в";"темных";" ";"аллеях, ― потом Отдыхать садились бы рядом.";"В. Я. Брюсов. Мечта  («О, если б я мог быть невинным, как ты…») (1894)";"В. Я. Брюсов";"1873";"Мечта  («О, если б я мог быть невинным, как ты…»)";"1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"70";"Целый день мы с тобой проводили б вдвоем, Наслаждаясь запущенным садом, Бегали б в темных аллеях, ― потом Отдыхать садились бы рядом.";"28b8cb9849ee658a522defafc3c2ee66:3:14"
" ,ошорох каК ― ,месв ьсилавобюл и мат";"олпет";"там и любовались всем, ― Как хорошо,";"тепло";", ";"как воздух нем, Как в вышине";"В. Я. Брюсов. Осенний день  («Ты помнишь ли больной осенний день…») (1894-1896)";"В. Я. Брюсов";"1873";"Осенний день  («Ты помнишь ли больной осенний день…»)";"1894-1896";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"50";"580";"И, подойдя к исписанной скамейке, Мы сели там и любовались всем, ― Как хорошо, тепло, как воздух нем, Как в вышине спят облачные змейки!";"5c1c9b4c422d1a83ee6f52499952c448:23:13"
" сан иладж едГ ,ещибдалк еоратс ан";"еындолох";"на старое кладбище, Где ждали нас";"холодные";" ";"кресты.";"В. Я. Брюсов. Осенний день  («Ты помнишь ли больной осенний день…») (1894-1896)";"В. Я. Брюсов";"1873";"Осенний день  («Ты помнишь ли больной осенний день…»)";"1894-1896";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"50";"580";"Мы перешли на старое кладбище, Где ждали нас холодные кресты.";"5c1c9b4c422d1a83ee6f52499952c448:30:8"
" таказ лероГ";"мывежнаро";"Горел закат";"оранжевым";" ";"огнем, Восток синел лилово-странным светом.";"В. Я. Брюсов. Осенний день  («Ты помнишь ли больной осенний день…») (1894-1896)";"В. Я. Брюсов";"1873";"Осенний день  («Ты помнишь ли больной осенний день…»)";"1894-1896";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"50";"580";"Горел закат оранжевым огнем, Восток синел лилово-странным светом.";"5c1c9b4c422d1a83ee6f52499952c448:38:2"
" ленис котсоВ ,менго мывежнаро таказ лероГ";"оволил";"Горел закат оранжевым огнем, Восток синел";"лилово";"-";"странным светом.";"В. Я. Брюсов. Осенний день  («Ты помнишь ли больной осенний день…») (1894-1896)";"В. Я. Брюсов";"1873";"Осенний день  («Ты помнишь ли больной осенний день…»)";"1894-1896";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"50";"580";"Горел закат оранжевым огнем, Восток синел лилово-странным светом.";"5c1c9b4c422d1a83ee6f52499952c448:38:6"
" хачул хыннул В";"йындурмузи";"В лунных лучах";"изумрудный";" ";"Луг опускался в реке.";"В. Я. Брюсов. Одна  («Нет мне в молитве отрады…») (21.04.1894)";"В. Я. Брюсов";"1873";"Одна  («Нет мне в молитве отрады…»)";"21.04.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"12";"98";"В лунных лучах изумрудный Луг опускался в реке.";"f8be4da7f54c89e65b28b6a4a6dacda3:9:3"
" есВ ― ,ыт ьшещеперТ емотси в ьтсуп";"онделб";"пусть в истоме Трепещешь ты, ― Все";"бледно";", ";"кроме Одной мечты!   11 мая 1894";"В. Я. Брюсов. В саду  («Не дремлют тени…») (11.05.1894)";"В. Я. Брюсов";"1873";"В саду  («Не дремлют тени…»)";"11.05.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"43";"И пусть в истоме Трепещешь ты, ― Все бледно, кроме Одной мечты!   11 мая 1894";"63f1f084c90901a9800deaf0a868383f:4:7"
" ,янарх еьтсачс отэ ,ьтерему ,ьтиЖ ― ,яьнелом";"йолтевС";"моленья, ― Жить, умереть, это счастье храня,";"Светлой";" ";"любви уверенья.";"В. Я. Брюсов. Из письма  («Милый, прости, что хочу повторять…») (18.05.1894)";"В. Я. Брюсов";"1873";"Из письма  («Милый, прости, что хочу повторять…»)";"18.05.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"7";"75";"Милый, я знаю: ты любишь меня, И об одном все моленья, ― Жить, умереть, это счастье храня, Светлой любви уверенья.";"c3af0caea4d8e532c9d14c5ead3630ef:3:16"
" яститумС ,ичярог ывтилом ,иннеркси тудуб ьвонВ";"йикря";"Вновь будут искренни, молитвы горячи, Смутится";"яркий";" ";"день, ― и солнечной короны Заблещут в";"В. Я. Брюсов. Отверженный герой  («В серебряной пыли полуночная влага…») (20.05.1894)";"В. Я. Брюсов";"1873";"Отверженный герой  («В серебряной пыли полуночная влага…»)";"20.05.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"47";"Настанет трепет, стоны Вновь будут искренни, молитвы горячи, Смутится яркий день, ― и солнечной короны Заблещут в полутьме священные лучи!   20 мая 1894";"e04c7aa97e8fd1806398c3bc54926473:4:9"
" ,суириС йикелаД";"йындолох";"Далекий Сириус,";"холодный";" ";"и немой!";"В. Я. Брюсов. Жрец  («Далекий Сириус, холодный и немой!..») (16.10.1894)";"В. Я. Брюсов";"1873";"Жрец  («Далекий Сириус, холодный и немой!..»)";"16.10.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"13";"79";"Бронзовая статуэтка Далекий Сириус, холодный и немой!";"74ad01967fea806401f27ab08a18b1ec:2:2"
" дан ыт ьшеакревС оннемдан ьчон в";"йончармус";"в ночь надменно Сверкаешь ты над";"сумрачной";" ";"землей, Царишь над бедственной вселенной.";"В. Я. Брюсов. Жрец  («Далекий Сириус, холодный и немой!..») (16.10.1894)";"В. Я. Брюсов";"1873";"Жрец  («Далекий Сириус, холодный и немой!..»)";"16.10.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"13";"79";"Из ночи в ночь надменно Сверкаешь ты над сумрачной землей, Царишь над бедственной вселенной.";"74ad01967fea806401f27ab08a18b1ec:3:8"
" йовт он ";"йындолох";"но твой";"холодный";" ";"луч Сжигает наши жатвы.";"В. Я. Брюсов. Жрец  («Далекий Сириус, холодный и немой!..») (16.10.1894)";"В. Я. Брюсов";"1873";"Жрец  («Далекий Сириус, холодный и немой!..»)";"16.10.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"13";"79";"но твой холодный луч Сжигает наши жатвы.";"74ad01967fea806401f27ab08a18b1ec:7:2"
" ,юовт ьтсач В";"йыворус";"В часть твою,";"суровый";" ";"Кама, Серьги, кольца и запястья Положу";"В. Я. Брюсов. На журчащей Годавери  («Лист широкий, лист банана…») (15.11.1894)";"В. Я. Брюсов";"1873";"На журчащей Годавери  («Лист широкий, лист банана…»)";"15.11.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"8";"99";"В часть твою, суровый Кама, Серьги, кольца и запястья Положу пред входом храма.";"dc3b6a1ae124a53087e1c5b3b2d38a11:4:3"
" ынуЛ";"еындолох";"Луны";"холодные";" ";"рога Струят мерцанье голубое На неподвижные";"В. Я. Брюсов. Снега  («Луны холодные рога…») (27.11.1894-29.11.1894)";"В. Я. Брюсов";"1873";"Снега  («Луны холодные рога…»)";"27.11.1894-29.11.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"35";"233";"Луны холодные рога Струят мерцанье голубое На неподвижные снега;";"dc7909807fd402cf163eb19ab51f1594:2:1"
" еьнацрем тяуртС агор еындолох ынуЛ";"еобулог";"Луны холодные рога Струят мерцанье";"голубое";" ";"На неподвижные снега;";"В. Я. Брюсов. Снега  («Луны холодные рога…») (27.11.1894-29.11.1894)";"В. Я. Брюсов";"1873";"Снега  («Луны холодные рога…»)";"27.11.1894-29.11.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"35";"233";"Луны холодные рога Струят мерцанье голубое На неподвижные снега;";"dc7909807fd402cf163eb19ab51f1594:2:5"
" ироз илсагоП адгесван ,яираМ ,ывУ« ";"еытолоз";"«Увы, Мария, навсегда Погасли зори";"золотые";", ";"Любовь скатилась, как звезда.";"В. Я. Брюсов. Снега  («Луны холодные рога…») (27.11.1894-29.11.1894)";"В. Я. Брюсов";"1873";"Снега  («Луны холодные рога…»)";"27.11.1894-29.11.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"35";"233";"«Увы, Мария, навсегда Погасли зори золотые, Любовь скатилась, как звезда.";"dc7909807fd402cf163eb19ab51f1594:5:5"
" ";"мыбулоГ";"";"Голубым";" ";"каскадом Луна струит холодный блеск, И";"В. Я. Брюсов. Снега  («Луны холодные рога…») (27.11.1894-29.11.1894)";"В. Я. Брюсов";"1873";"Снега  («Луны холодные рога…»)";"27.11.1894-29.11.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"35";"233";"Голубым каскадом Луна струит холодный блеск, И мы скользим в молчаньи рядом.";"dc7909807fd402cf163eb19ab51f1594:13:0"
" тиуртс ануЛ модаксак мыбулоГ ";"йындолох";"Голубым каскадом Луна струит";"холодный";" ";"блеск, И мы скользим в молчаньи";"В. Я. Брюсов. Снега  («Луны холодные рога…») (27.11.1894-29.11.1894)";"В. Я. Брюсов";"1873";"Снега  («Луны холодные рога…»)";"27.11.1894-29.11.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"35";"233";"Голубым каскадом Луна струит холодный блеск, И мы скользим в молчаньи рядом.";"dc7909807fd402cf163eb19ab51f1594:13:4"
" илемто ан икеР кселп йихиТ ";"йоначсеп";"Тихий плеск Реки на отмели";"песчаной";", ";"Кузнечиков беспечный треск,";"В. Я. Брюсов. Снега  («Луны холодные рога…») (27.11.1894-29.11.1894)";"В. Я. Брюсов";"1873";"Снега  («Луны холодные рога…»)";"27.11.1894-29.11.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"35";"233";"Тихий плеск Реки на отмели песчаной, Кузнечиков беспечный треск,";"dc7909807fd402cf163eb19ab51f1594:15:5"
" доП";"йокря";"Под";"яркой";", ";"летней синевой, До чресл разоблаченной, странной,";"В. Я. Брюсов. Снега  («Луны холодные рога…») (27.11.1894-29.11.1894)";"В. Я. Брюсов";"1873";"Снега  («Луны холодные рога…»)";"27.11.1894-29.11.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"35";"233";"Под яркой, летней синевой, До чресл разоблаченной, странной,";"dc7909807fd402cf163eb19ab51f1594:17:1"
" йорач доП ,енишит в ,еовд ,ым";"огобулог";"мы, двое, в тишине, Под чарой";"голубого";" ";"света.";"В. Я. Брюсов. Снега  («Луны холодные рога…») (27.11.1894-29.11.1894)";"В. Я. Брюсов";"1873";"Снега  («Луны холодные рога…»)";"27.11.1894-29.11.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"35";"233";"Идем мы, двое, в тишине, Под чарой голубого света.";"dc7909807fd402cf163eb19ab51f1594:22:7"
" инакт аН ,андо ,яом ьнет ьшил";"огонженс";"лишь тень моя, одна, На ткани";"снежного";" ";"покрова.";"В. Я. Брюсов. Снега  («Луны холодные рога…») (27.11.1894-29.11.1894)";"В. Я. Брюсов";"1873";"Снега  («Луны холодные рога…»)";"27.11.1894-29.11.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"35";"233";"Гляжу: лишь тень моя, одна, На ткани снежного покрова.";"dc7909807fd402cf163eb19ab51f1594:32:7"
" и автрем ,борг каК";"андолох";"Как гроб, мертва и";"холодна";" ";"Лазурная равнина снега, Свое мерцанье льет";"В. Я. Брюсов. Снега  («Луны холодные рога…») (27.11.1894-29.11.1894)";"В. Я. Брюсов";"1873";"Снега  («Луны холодные рога…»)";"27.11.1894-29.11.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"35";"233";"Как гроб, мертва и холодна Лазурная равнина снега, Свое мерцанье льет лупа,";"dc7909807fd402cf163eb19ab51f1594:33:4"
" андолох и автрем ,борг каК";"яанрузаЛ";"Как гроб, мертва и холодна";"Лазурная";" ";"равнина снега, Свое мерцанье льет лупа,";"В. Я. Брюсов. Снега  («Луны холодные рога…») (27.11.1894-29.11.1894)";"В. Я. Брюсов";"1873";"Снега  («Луны холодные рога…»)";"27.11.1894-29.11.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"35";"233";"Как гроб, мертва и холодна Лазурная равнина снега, Свое мерцанье льет лупа,";"dc7909807fd402cf163eb19ab51f1594:33:5"
" ястяриШ ,ыцинерев ьтаврозар зерГ иилису в";"еынреч";"в усилии Грез разорвать вереницы, Ширятся";"черные";" ";"лилии Куполом бледной гробницы.  30 ноября 1894";"В. Я. Брюсов. «Гнутся высокие лотосы…» (30.11.1894)";"В. Я. Брюсов";"1873";"«Гнутся высокие лотосы…»";"30.11.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"";"42";"Стонешь и бьешься в усилии Грез разорвать вереницы, Ширятся черные лилии Куполом бледной гробницы.  30 ноября 1894";"fef66d5342cfe18c2df143b499656f07:2:9"
" молопуК иилил еынреч ястяриШ ,ыцинерев ьтаврозар";"йонделб";"разорвать вереницы, Ширятся черные лилии Куполом";"бледной";" ";"гробницы.  30 ноября 1894";"В. Я. Брюсов. «Гнутся высокие лотосы…» (30.11.1894)";"В. Я. Брюсов";"1873";"«Гнутся высокие лотосы…»";"30.11.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"";"42";"Стонешь и бьешься в усилии Грез разорвать вереницы, Ширятся черные лилии Куполом бледной гробницы.  30 ноября 1894";"fef66d5342cfe18c2df143b499656f07:2:12"
" ен я мечаз ,О";"йынчармус";"О, зачем я не";"сумрачный";" ";"мох!";"В. Я. Брюсов. «Господи! Господи!..» (01.12.1894)";"В. Я. Брюсов";"1873";"«Господи! Господи!..»";"01.12.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"15";"118";"Есть блаженство ― скалой неоформленной быть И мхом, этим мхом умирающим! О, зачем я не сумрачный мох!";"a1a3a9c0ec70d23d0573d3953767108c:8:4"
" я лыб ыб илсЕ";"мыворупруп";"Если бы был я";"пурпуровым";" ";"маком!";"В. Я. Брюсов. «Господи! Господи!..» (01.12.1894)";"В. Я. Брюсов";"1873";"«Господи! Господи!..»";"01.12.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"15";"118";"О, зачем я не камень дорожный! Если бы был я пурпуровым маком! Как на стебле я сладко качался б!";"a1a3a9c0ec70d23d0573d3953767108c:10:4"
" я лыб ыб илсе ,О";"мыворупруп";"О, если бы был я";"пурпуровым";" ";"маком!";"В. Я. Брюсов. «Господи! Господи!..» (01.12.1894)";"В. Я. Брюсов";"1873";"«Господи! Господи!..»";"01.12.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"15";"118";"О, если бы был я пурпуровым маком!";"a1a3a9c0ec70d23d0573d3953767108c:13:5"
" иовс йорказ ,О ";"еынделб";"О, закрой свои";"бледные";" ";"ноги.";"В. Я. Брюсов. «О, закрой свои бледные ноги…» (03.12.1894)";"В. Я. Брюсов";"1873";"«О, закрой свои бледные ноги…»";"03.12.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"1";"5";"О, закрой свои бледные ноги.";"edd278b24100f22d6f2e39489ad137b8:0:3"
" дан иладв асурап иН ,анеджуборп ано";"иминис";"она пробуждена, Ни паруса вдали над";"синими";" ";"волнами, И безответная мерцает тишина Над";"В. Я. Брюсов. «У друга на груди забылася она…» (03.12.1894)";"В. Я. Брюсов";"1873";"«У друга на груди забылася она…»";"03.12.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"77";"На чуждом берегу она пробуждена, Ни паруса вдали над синими волнами, И безответная мерцает тишина Над лесом и полями.";"c3a911de238ee693c12d77007504fc65:1:9"
" ерукш в ,тоВ ,гоб йыню тидохыв";"йоворгит";"выходит юный бог, Вот, в шкуре";"тигровой";", ";"в гирлянде виноградной, Он, очарованный, стоит";"В. Я. Брюсов. «У друга на груди забылася она…» (03.12.1894)";"В. Я. Брюсов";"1873";"«У друга на груди забылася она…»";"03.12.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"77";"А из лесу меж тем выходит юный бог, Вот, в шкуре тигровой, в гирлянде виноградной, Он, очарованный, стоит над Ариадной.  3 декабря 1894";"c3a911de238ee693c12d77007504fc65:4:11"
" ледялг розв йовТ";"онмет";"Твой взор глядел";"темно";" ";"и кротко, И в нем дробилася";"В. Я. Брюсов. «Печален был туманный взор…» (14.12.1894)";"В. Я. Брюсов";"1873";"«Печален был туманный взор…»";"14.12.1894";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"52";"Твой взор глядел темно и кротко, И в нем дробилася слеза.  14 декабря 1894";"c757733ee630ed134b0d4c9dd8dfc9ea:4:3"
